repo_name,commit,message,Justification,Comment,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective
zippy2/libvirt,21b64552feee8154238a4374bdb6b38d240061aa,"Fix typo in comment about memory binding

rather then -> rather than

Signed-off-by: YueWenyuan <cf9c590c1da637708018350402425bd9191dbfba@huawei.com>
Signed-off-by: Ján Tomko <4cab11cfb98d3c937327354a78eb07dbb6ee2bc6@redhat.com>
",,,,,,
masahir0y/buildroot-yamada,d57669271d079b3bf09c5ae81f42871260d60c49,"pkg-download.mk: use stripurischeme function in localfiles download method

Signed-off-by: Thomas De Schampheleire <d3bc29c9afa706a68e2bac1e355ae44ee0aaae55@gmail.com>
Signed-off-by: Thomas Petazzoni <a5d87d2bd7c424ee5cbdb4e978635bf653d5a005@free-electrons.com>
",,,,,,
redhat-openstack/rdoinfo,340b5235652a6d09deacfa4d189f3cae49754807,"Getting networking-l2gw into RDO-trunk

  - under-review
  - BZ: https://bugzilla.redhat.com/show_bug.cgi?id=1404754

Change-Id: I2639069941060a91814ba2d3db702b060da22e41
Signed-off-by: Ricardo Noriega <4403f3d9d19f2037db0da26337fbd5083b9689f3@redhat.com>
",,,,,,
ymqytw/kubernetes,3a85ad951486f2f1047d1f57600aa52fa0edee88,"Merge pull request #38354 from bruceauyeung/k8s-branch-blank-validate-on-env-params

Automatic merge from submit-queue

trimspace on user specified env params

**What this PR does / why we need it**:
before this PR, for example, if user `export KUBE_REPO_PREFIX="" ""`, kubeadm will get an absolutely invalid repo_prefix.
this PR trims all leading and trailing white spaces from user specified env params.

Signed-off-by: bruceauyeung <5ee6267ac32775d3759645233b22b193189cd28d@zte.com.cn>",,,,,,
zephyrproject-rtos/zephyr,9a61384b86167eb25ae53eadd24e81507f2ce4b7,"net: http: Check that we could install recv_cb in accept

Inform user if we could not install receive callback after
a connection is accepted in http server.

Coverity-CID: 178244
Fixes #4584

Signed-off-by: Jukka Rissanen <f9f077d1da4c7aa947f9864fa5a28c3588f6a45d@linux.intel.com>
",,,,,,
apache/airflow,2b2db07f6ff9744dd41cd0944212ec90f59ab31f,"[AIRFLOW-XXX] Links to Pendulum in macros.rst (#5229)

* [AIRFLOW-XXX] Links to Pendulum in `macros.rst`

* Add links to the Pendulum library in the relevant part of `macros.rst`

Signed-off-by: mr.Shu <8e7be411ad89ade93d144531f3925d0bb4011004@shu.io>

* [ci skip]
",,,,,,
nak3/kubernetes,ab703e0406303d488543b9e32d15494defd5d095,"Make 'make clean all' work

In this case, the 'clean' step would nuke the metadata files, but they have
already been read, so in-memory state is fine.  This triggered a couple of
pathological conditions that would not normally be hit.  This commit fills in
those nodes in the DAG, even though they are not directly needed in most
builds.

Also fix some whitespace for readability.
",,,,,,
ElectronicWar/obs-studio,943f89b87388f83b3f362c3bf7a09acf32ef76f7,"UI: Apply service encoder settings (simple output)

Ensures that the current service's encoder settings are applied to the
encoders used with the simple output.  This is always on for simple
output so users don't have to mess with it themselves.
",,,,,,
nnethercote/servo,dca315e64817908dc8557d9873313db5202d9b39,"style: Prevent exponential blowup of custom properties.

Put a hard cap on the value length instead of counting substitutions, because it
works best, see the comment.

Differential Revision: https://phabricator.services.mozilla.com/D13352
",,,,,,
dr4fters/dr4ft,5e12b045b598010eb34cb863609a025cda56260c,"build(deps): bump engine.io-client from 3.2.1 to 3.3.0 (#241)

Bumps [engine.io-client](https://github.com/socketio/engine.io-client) from 3.2.1 to 3.3.0.
- [Release notes](https://github.com/socketio/engine.io-client/releases)
- [Commits](https://github.com/socketio/engine.io-client/compare/3.2.1...3.3.0)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",,,,,,
ingokegel/intellij-community,65295ceeee2ab484f25734ba0b045740b436e07e,"LightReferenceListBuilder: less caching, don't resolve class types upon addition

because resolve might be expensive, and sometimes lead to SOE if it requests the same lazily calculated reference list on the same class
",,,,,,
nandub/homebrew-core,07e01a34239192cae259f4319f711337fa51eabb,"pyside 5.12.0

Removed the ""Language::Python.setup_install_args"" wrapper from the formula to avoid issues with the custom setup.py script embedded in this version of PySide.

Closes #35910.

Signed-off-by: Mike McQuaid <a17fed27eaa842282862ff7c1b9c8395a26ac320@mikemcquaid.com>
",,,,,,
Ansuel/source,d3f96fedecce9049f40fca82e20bbc93f44dcd92,"ar71xx: increase kernel partition size for UniFi AP Pro and Outdoor+, enable devices again

Tested on UAP Outdoor+.

Signed-off-by: Matthias Schiffer <395a7f4bbde6f966d487d8a78f2e1bfb705b6a74@universe-factory.net>
",,,,,,
openshift/kubernetes,b28790a63b465ded0cc883af69bc78f20fea74e7,"Speed up attach/detach controller integration tests

Internal attach/detach controller timers should be configurable and tests
should use much shorter values.

reconcilerSyncDuration is deliberately left out of TimerConfig because it's
the only one that's not a constant one, it's configurable by user.


",,,,,,
KristijanArmeni/fieldtrip,3ebbdd17494d879b41daa193d8ace5892a66b056,"change in handling of mixsignals in linear_mix method. do preproc before mixing and allow for time dependent changes in mixing


git-svn-id: acc6c3ca29b1786dc0c9899ede6e50e0d8935a36@145 0cf7c7f0-3615-4144-b4e6-68da3bce3cd0
",,,,,,
Akasurde/ansible,a3ba96c5126c1d36fc0dcaa7b86e63e981232189,"Fix setup.py install.

In setuptools prior to 21.2.1, package_data can't directly reference
a directory.  Modify the entry for galaxy data so that it includes the
files but not the directories

Fixes #18231
",,,,,,
muralisrini/fabric,881fc85bb40c3aa90545f3093976aad8f36a1d38,"FAB-10974 Remove cc-spec from core/controller

This is part of the hygiene work to stop using external messaging protos
to pass state internally.

Change-Id: I13a03631de57292f7e7b52294c126635749402f6
Signed-off-by: Jason Yellick <3a1724207862302656e55e6f840a9996dad69e59@us.ibm.com>
",,,,,,
DPDK/dpdk,9f51da4f4e56fbdde6ffa03be4e7433f1b3d9f92,"test: build more test cases with meson

Signed-off-by: Bruce Richardson <66b9e8e8fbd5e9f41f91b0af050876182ce9d0e4@intel.com>
Reviewed-by: Luca Boccassi <020748dc039465edc3ee6f30c530b21164cdce27@debian.org>
",,,,,,
haySwim/kubernetes,73c5d6cd2f64a1de42eae61fffafb5c3c47378bc,"Merge pull request #41653 from jlowdermilk/gcp-auth-plugin

Automatic merge from submit-queue (batch tested with PRs 42080, 41653, 42598, 42555)

Support whitespace in command path for gcp auth plugin

```
External command option on gcp client auth plugin supports whitespace in command path.
```

Splitting on whitespace to get cmd+args breaks when the path the executable contains spaces. Resolve by adding a new ""cmd-args"" field to config to allow the full string of ""cmd-path"" to be interpreted as path to executable.

This change is backwards compatible with existing behavior.",,,,,,
icexelloss/spark,dbae7795ba489bfc1fedb88155bf42bb4992b006,"Merge branch 'master' of github.com:apache/incubator-spark into kill

Conflicts:
	core/src/main/scala/org/apache/spark/CacheManager.scala
	core/src/main/scala/org/apache/spark/rdd/HadoopRDD.scala
	core/src/main/scala/org/apache/spark/scheduler/DAGSchedulerSource.scala
",,,,,,
dcai/moodle,4bd022ed0c07b8f87ec692916737b19457a4248a,"MDL-58575 core_calendar: Properly restrict groups in event vault

Previously we were not filtering on groups in the event vault
which meant events for all groups would be returned regardless
of which user was passed in.

This resulted in situations where one student would group overrides
for groups they were not in.
",,,,,,
olafhering/libvirt,bd93ba64fdb899c2d581ab7506542f9663d21ffb,"vsh: Properly initialize res

The 'res' variable was only being initialized to NULL in the
if (!state) path; however, that path never used res and evenutally
res is assigned one of two results based on a pair of if then else if
conditions. If for some reason neither of those paths was taken and
the (!state) path wasn't taken, then 'res' would be indeterminate.

Found by Coverity, probably a false positive based on code paths, but
better safe than sorry for the future.

Signed-off-by: John Ferlan <87558058f6f829e5ec976c8ef960720af4ff9c7d@redhat.com>
",,,,,,
davidzchen/bazel,1df812cdb7d007e56f426bf748c98b4ca99436d0,"Don't record implicit lambda parameters as direct type uses

javac fakes up a type int the AST for implicitly typed lambda parameters, and
uses JCLambda#paramKind to distinguish between implicit and explicit types. We
only want to record explicit lambda parameter types as direct uses in SJD.

--
MOS_MIGRATED_REVID=133446081
",,,,,,
tomkralidis/QGIS,4030390acc188b00c57b71e27a9601411b8d819d,"Avoid another unnecessary styleChanged call

In all paths where QgsMapLayersStyleManager::currentStyleChanged
is emitted there is always a previous styleChanged signal emitted
by QgsMapLayer::importNamedStyle
",,,,,,
NickLaMuro/manageiq,0b3975ada8433e5fef3cc4d58a230cee4c0b192d,"Get the default excludes from the new file rather than Settings.

This also exposes a new method, `#active_excludes`, to retrieve
the current excludes being used by pglogical. This will pull
the list of tables directly from the pglogical tables in the
database rather than using an intermediate list of settings
related to the server.

https://bugzilla.redhat.com/show_bug.cgi?id=1389821
",,,,,,
csrwng/kubernetes,28123f959c995ef13e21b16b966abcafae56c69d,"Merge pull request #37137 from ingvagabund/stop-controller-when-the-stop-channel-is-closed

Automatic merge from submit-queue

Stop controller when the stop channel is closed (when queue is empty and Pop is hanging)

Fixes: #28158

When a ``Pop`` function is invoked over empty queue, the control loop inside the functions is stacked indefinitely. In order to break the loop, introduce logic that waits for a signal to exit the loop.

Intention of the PR is not to handle situation where manipulation operations are invoked over closed queue. Intention is to break the indefinite loop.",,,,,,
michelle192837/test-infra,216ce37346befe23b39aa3d18cd9dac5ee6dbee8,"only-test-affected: Run bazel query once for all files

The current implementation is running bazel query once for each file
that has changed. If the repository is big, that can sum-up to a lot of
time. Change that O(n) to O(1) by calling bazel query on the entire set
directly.

As an example, each call to bazel query takes about one second with my
machine. A 60 file diff takes a minute to run before that patch, and 1
second after it.
",,,,,,
slashdd/sos,2d35d11fd767cf2ad525a46f5cb87e9697e760d4,"[networking] collect netstat for all namespaces

collect all netstat commands for all network namespaces

Resolves: #1261

Signed-off-by: Pavel Moravec <6c8810c9a0b96a1372086d9a6642715e18c15528@redhat.com>
",,,,,,
mikebrow/kubernetes,f008f147f8864e1f9b7e830f36e40064c3643f4b,"Merge pull request #52321 from Mashimiao/factory-tfix

Automatic merge from submit-queue. If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

small tfix in cmd factory comment

Signed-off-by: Ma Shimiao <4511f16e942ad3568742865d09c9060c1d8bebb9@cn.fujitsu.com>

**What this PR does / why we need it**:
tfix in cmd factory comment

**Release note**:
```release-note
NONE
```",,,,,,
mikewiebe-ansible/ansible,53e1310a7f37a649a689fbdaf0e2678a03553396,"Use 'pip freeze' output to detect changes with requirement specified

If the requirements contains a repos url it will always report 'Successfully
installed'; there is no difference in the output to tell apart if
anything new was pulled. Use freeze to detect if the environment changed
in any way.

Should fix ansible/ansible#1705
",,,,,,
ianfab/Stockfish,9597ad8cabbacf8892c5e8ac97e6c53c61fc4f52,"Stabilize AppVeyor CI

After a helpful suggestion from AppVeyor support staff, moving the Stockfish
execution from ps to cmd seems to work. Alternative to PR #1624 tested in PR #1637.

No functional change.
",,,,,,
CodaFi/swift,73aa81693507771bf81e32e60ab9f51ba1075974,"Track upstream change in raw_fd_ostream API

The default (F_None) used to mean F_Text, now it is F_Binary, which is arguably
a better default.  It only matters on Windows anyway, so just use F_None (to
mean binary mode) everywhere to allow Swift to be compled with older LLVM as
well as current ToT.


Swift SVN r14312
",,,,,,
hallyn/lxc,4d2e2ec66c9fadd4aea0090475cbf87e1b42c1a0,"lxc: move lxc_unlink_nsgroup out of lxc_fini

to be able to have lxc_fini symetric with lxc_init

Signed-off-by: Michel Normand <7b25cf65349c7c025c357f01f5a89ddd77138ac9@fr.ibm.com>
Signed-off-by: Daniel Lezcano <3211518dd4d87cb3f7ee12cb52e14b7fb2bc0446@fr.ibm.com>
",,,,,,
lucisgit/moodle,37b2c56569a031313a751f64e830819e0d7784e7,"MDL-25500 Lock: Unit tests have found that MySQL locks are broken

Removing the MySQL lock factory, the only safe way to use this MySQL API
would be to open a new DB connection for every lock. Record locking is a decent
fallback.
",,,,,,
amraboelela/swift,a192e67ae9e535ef90844ff743d83bf0559d71e8,"build: force rebuild of libdispatch always

This pays a small penalty in build times by invoking an extra call to
ninja.  However, unless there is a change in libdispatch, no actions
will be taken other than ensuring that it is up-to-date.  Should ensure
that the buildbots switching between builds DTRT.
",,,,,,
qtproject/qtqa-gerrit,471e29f6d9ebacb71d928e210c417efd99cc793b,"Always call getMessageSender() from MessageSenderOutputStream

The MessageSenderOutputStream is created at AsyncReceiveCommits
construction time, but the underlying ReceiveCommits' MessageSender
can change over that object's lifetime.

Change-Id: I1df74ff69d8f9178eaf44a959f3d444c0295b26c
",,,,,,
asiersarasua/QGIS,54c587f028c781ee3e08405990d012523fa68016,"[mssql] Avoid some tests on Travis which trigger crashes in the ms odbc driver

not our fault -- i think it's either an issue with the ms odbc
driver itself or qt's odbc database handling. In any case, it
doesn't crash locally, so let's just skip the tests which trigger
the crash for now and revisit when Travis environment is upgraded.(*)
",,,,,,
lethliel/open-build-service,d2462b1233517a348a2ee12d457359e2ba5168ca,"[backend] fetch all build results for view=cpio

we want the rpmlint.log in the /.build.oldpackages directory from the
worker, but the worker does not get the full build result from repserver
without this fix
",,,,,,
yujuhong/kubernetes,8dfe445ae9a2f63f4204eefbfd8376fa53a8ff07,"Merge pull request #41606 from shyamjvs/kubemark-e2e-docker-check

Automatic merge from submit-queue (batch tested with PRs 41606, 41475)

Modify kubemark run-e2e-tests.sh to run right command based on environment

In order to run-e2e-tests.sh in kubemark, we currently need to toggle comment b/w the last 2 lines of the script. This is inconvenient to change each time and sometimes this change gets accidentally included as part of a PR. It's even difficult for someone newly trying kubemark to figure this out in order to run tests. Changed the logic to use the right command based on whether the script is running from within a docker container or just locally.

cc @kubernetes/sig-scalability-misc @wojtek-t @gmarek",,,,,,
HippieStation/HippieStation,0708bee69d372713dd4d1d4a873fdf58fbd62991,"Traitor codewords and responses now pull from the ion storm wordlists. (#24538)

* Traitor codewords and responses now pull from the ion storm wordlists.

* more words for codewords/ion laws

* oops honk
",,,,,,
hammerandchisel/react-native,3d8b83927b40584abe62c6599f876d49e646770a,"Use module copies in RCTBridge APIs

Summary: This array can be modified while it's being iterated, so we need to take a copy. I also found another crash and guarded against it.

Reviewed By: fkgozali

Differential Revision: D8955708

fbshipit-source-id: 76250bc5d451776e74505733c0f3c14e555fb576
",,,,,,
icexelloss/spark,bc092966f8264c6685b3300461cb79dd6a509ecf,"[SPARK-11709] include creation site info in SparkContext.assertNotStopped error message

This helps debug issues caused by multiple SparkContext instances. JoshRosen andrewor14

~~~
scala> sc.stop()

scala> sc.parallelize(0 until 10)
java.lang.IllegalStateException: Cannot call methods on a stopped SparkContext.
This stopped SparkContext was created at:

org.apache.spark.SparkContext.<init>(SparkContext.scala:82)
org.apache.spark.repl.SparkILoop.createSparkContext(SparkILoop.scala:1017)
$iwC$$iwC.<init>(<console>:9)
$iwC.<init>(<console>:18)
<init>(<console>:20)
.<init>(<console>:24)
.<clinit>(<console>)
.<init>(<console>:7)
.<clinit>(<console>)
$print(<console>)
sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
java.lang.reflect.Method.invoke(Method.java:606)
org.apache.spark.repl.SparkIMain$ReadEvalPrint.call(SparkIMain.scala:1065)
org.apache.spark.repl.SparkIMain$Request.loadAndRun(SparkIMain.scala:1340)
org.apache.spark.repl.SparkIMain.loadAndRunReq$1(SparkIMain.scala:840)
org.apache.spark.repl.SparkIMain.interpret(SparkIMain.scala:871)
org.apache.spark.repl.SparkIMain.interpret(SparkIMain.scala:819)
org.apache.spark.repl.SparkILoop.reallyInterpret$1(SparkILoop.scala:857)

The active context was created at:

(No active SparkContext.)
~~~

Author: Xiangrui Meng <meng@databricks.com>

Closes #9675 from mengxr/SPARK-11709.
",,,,,,
openstack/ironic,06426493a06bb76fb9d342c370235efe38662b19,"Stop running standalone tests for classic drivers

They are pending removal this cycle anyway. Removing them will free
up CI resources for more standalone tests in the near future.

Depends-On: I90f8b42113d6621c7af644fdb4c76d5f3dde318e
Change-Id: Icdcc4f0ddd336cc44dbfabc2b1a3c21b3c270803
",,,,,,
olafhering/libvirt,cc005fe5a896aa28865f76457bebee90be7a549e,"vsh: Filter --options

Similarly to the previous commit, once we've presented an
--option for a command to the user it makes no sense to offer it
again. Therefore, we can prune all already specified options. For
instance, after this patch:

  virsh # migrate --verbose <TAB><TAB>

will no longer offer --verbose option.

Signed-off-by: Michal Privoznik <83d82aaba2eed257f4814b0c239c260c4caaadf0@redhat.com>
",,,,,,
sergiocazzolato/snapd,464edf17ad673b4521c138354c03a3bfcbeb47c2,"Unity7 interface grows gtk2/3 settings and user's specific ini

Those files, global to user session, are needed to be accessible to access
advanced gtk user settings which aren't available in gsettings, like dark
theme variant, specific bookmarks pinning and file chooser settings.
",,,,,,
srvg/ansible,6a88b715f955a234a9f95b1ebac11774460dc7db,"VMware: Remove ckotte from VMware notification (#56118)

As per request from ckotte, removing ckotte from
bot notification.

Signed-off-by: Abhijeet Kasurde <6334fd0c217b1f2a15926284df229acde5b4fc3a@redhat.com>",,,,,,
mongodb/mongo-ruby-driver,2ab9c01a756afb608c77a43c2930aac72626492e,"Make it easier to use bson out of git with bundler

Requiring the entirety of the bson libraries in the gemspec can cause
them to establish state before all of the relevant pieces are in
place. In particular, loading bson can cause the bson gem to conclude
that bson_ext isn't available, when in fact its gemspec just hasn't
been parsed yet.
",,,,,,
tsdgeos/poppler_mirror,289e3893cda45055951bb8d3b82a45644bc0b6c6,"        * poppler/GfxState.cc: Pad zeroes instead of aborting when rendering
        1-bit images and the stream is ""too short"" to mimic Acroread and
        ghostscript behaviour. Patch by <darren.kenny@sun.com>. Fixes #12208
",,,,,,
kevin-coder/tensorflow-fork,dd8ad028e79005377d326a02fa77f655a0f62699,"Moved tensorflow::StringPiece::Hasher out of tensorflow::StringPiece (to tensorflow::StringPieceHasher) and replaced it with an alias.
This will allow tensorflow::StringPiece to be more easily replaced with absl::string_view (which does not contain a Hasher struct) after all references to tensorflow::StringPiece::Hasher are removed.

PiperOrigin-RevId: 176414198
",,,,,,
mozilla/normandy,dc2430a89e02cd01ab5e91081fbb51a045596f4a,"Merge #1161

1161: Fixes #1140 - Be more permissive with uploaded file names, including allowing @ r=rehandalal a=mythmon

I spend some quality time with the debugger to see what was stripping the `@` out of file names, but I eventually tracked it down.
",,,,,,
cladmi/RIOT,9457703607351158ee26676393179ac8a67d2b16,"vagrant: minimize Vagrantfile and make it loadable

By parameterizing certain paths with `RIOTBASE`, it is possible to load
this Vagrantfile from other Vagrantfiles. This feature will be used by the
Tutorials repository, so that this Vagrantfile has no knowledge about
the tutorials, hence the deletion of the `tutorials` definition at this
place.
",,,,,,
zephyrproject-rtos/zephyr,87c4515f5c7bdafed1643744dcba7bd6afe18e66,"net: ieee802154_shell: get_pan_id: Print ID in hex too

Oftentimes, 15.4 PAN IDs are specified in hex. For example, that's
how Zephyr config specifies the default value. So, print them also
in hex, to avoid confusion.

Signed-off-by: Paul Sokolovsky <35cb557f011771c94f127d6fef99f804b62203f5@linaro.org>
",,,,,,
lede-project/source,ed1e783aa18c4f97f3b4fa555bbc2a68ec3536dd,"kernel: only run kernel module list through version filter where version specific items are present - cuts package/kernel/linux/compile time in half

Signed-off-by: Felix Fietkau <nbd@openwrt.org>

SVN-Revision: 45131
",,,,,,
Hui-Zhi/kubernetes,267c763702bcd6ef39200bcf1c30c2fe9d56377d,"Merge pull request #35861 from madhusudancs/federation-kubefed-init-04

Automatic merge from submit-queue

[Federation][init-04] Explicitly specify the number of API server and controller manager replicas.

Please review only the last commit here. This is based on PR #35860 which will be reviewed independently.

Design Doc: PR #34484

cc @kubernetes/sig-cluster-federation @nikhiljindal",,,,,,
li-ang/influxdb,8ab01c99c0eb946611f99eaa976a41aa5cedb35b,"test(tsdb/tsm1): skip long tests in short mode

The tsdb/tsm1 package was one of the test suites that took the longest
to run in platform with go test -short. The rule of thumb on the Go
project is that short mode should skip any individual test that takes
longer than one second. This change skips two such tests, and it
eliminates a string concatenation loop in two other tests, so that they
report completion in ""0.00s"" rather than about 0.94s, on my machine.

These cumulative changes take `go test -short ./tsdb/tsm1` from about 14
seconds to about 7 seconds on my machine.
",,,,,,
rubygems/rubygems.org,fd08673b1b3719998b0c96bd0adaf7c0ff26b926,"Reorder versions only when indexed column changes

Periously, versions were getting reordered for any change to version
record and causing performance issue where gems have a large set of
released versions.
We need to reorder versions only when a new version is created or when
a version is yanked (indexed column changes).
This reduces versions reordering in gem push from thrice to once and
in gem yank from twice to once.
",,,,,,
openembedded/meta-openembedded,ebdd38e7f71b16bee538dc1fa8b61da3fdaf4a90,"net-snmp: move net-snmp-config to client package

Since net-snmp-config is a common tool, move it from dev package
to client package.

Signed-off-by: yzhu1 <ea9199eeda97886544e5fb41427f34f3d794ff6d@windriver.com>
Signed-off-by: Jackie Huang <49ec7cfe045884df7178a7e982697c7043dbc82b@windriver.com>
Signed-off-by: Joe MacDonald <fbe30f12b401d02c5cf3f5c053fced92c546e3de@mentor.com>
",,,,,,
chhsia0/mesos,e757918f849ed2fd0f4cbc05e029f7fade493440,"Updated Doxygen style guide docs to latest expectations.

In particular, removed the discussion of Markdown files as we no
longer generate Doxygen representations of our Markdown files but
instead link to them in GitHub.
",,,,,,
wanghaoran1988/kubernetes,6088369227d4a35041c1e6fdc6e4322811988379,"Delete provisioned volumes without claim.

There is a race in dynamic provisioning:

1. User creates a claim to dynamically provision a volume.
2. Kubernetes start provisioning the volume.
3. User deletes the claim before 2. is finished.
4. Kubernetes finished provisioning the volume.

The volume is in Pending state. This volume should be deleted instead of
moving to Available state.
",,,,,,
ElectronicWar/obs-studio,40017673556a2b9f6c789ae87a75c1cf81cb2bd6,"UI: Add missing override specifier

Found via clang-3.6, actual warning:
window-basic-main.hpp:406:14: warning: 'GetProfilePath' overrides
a member function but is not marked 'override'
[-Winconsistent-missing-override]
",,,,,,
facebook/litho,ca6f6626e5098c3654f4e41e61fd9b3bb888a5e2,"Don't transfer layout outputs to java for unset edges

Summary:
See facebook/yoga#483. We should not transfer the layout if the layout didn't change. (using ```hasNewLayout```). This also changes that the lock on the java node is only aquired if needed, and it holds the lock only for the time the values are set and not for the time all it's children are set.
Closes https://github.com/facebook/yoga/pull/484

Reviewed By: astreet

Differential Revision: D4802966

Pulled By: emilsjolander

fbshipit-source-id: e8a8f2280ad6b25b98fc68b07eac68e0ec80fe3e
",,,,,,
tonyjbutler/moodle,4adecd7beb1ef29691e61d4f568b4f0f6fec7dbd,"MDL-31901: brushing the filepicker code

- use the same function for displaying request result for list/search/login/logout commands since sometimes we can not predict what kind of result is going to be returned
- prevent default behaviour for links, so ### does not appear in URL
- use flag issearchresult as received in the response from repository because we can't guess it right sometimes
- do not make excessive AJAX request when user switches to list view
",,,,,,
ChristopherBiscardi/gatsby,2ce9e4494063c02823e19d66fb8fa9cf84197436,"Docs/headless cms/sourcing from graphcms (#11655)

* Add GraphCMS starter to starters

* update headless-cms page

* Update docs/docs/sourcing-from-graphcms.md

Co-Authored-By: motleydev <58133641772044db14347528581cd657e228d340@gmail.com>

* Update docs/docs/sourcing-from-graphcms.md

Co-Authored-By: motleydev <58133641772044db14347528581cd657e228d340@gmail.com>

* Update docs/docs/sourcing-from-graphcms.md

Co-Authored-By: motleydev <58133641772044db14347528581cd657e228d340@gmail.com>

* Clarifying the reason for code removal.

* Applying Marcy's Edits
",,,,,,
bacongobbler/helm,588f7a8443384dc7c83d8d2d802c970af3314f02,"Tiller should only enforce what we expect from Helm

https://github.com/kubernetes/helm/pull/3183 added a keepalive to the Helm client of 30s period, while Tiller was never configured to permit this, keeping the default minimum keepalive period of 5 minutes, disconnecting any clients which ping more regularly than this.

This commit enforces a minimum that is lower than what Helm is configured for, preventing these disconnections, and thus fixes #3409.
",,,,,,
lemzwerg/homebrew-core,118b8455126b441482fd96e406c239d044295c00,"shairport-sync 2.8.4, 2.8.4.4 (devel)

- set head spec to use upstream ""development"" branch
- add --with-metadata to avoid mikebrady/shairport-sync#356
- use #{var}/run for the pid file
- install config files in #{etc}/shairport-sync

Closes #3827.

Signed-off-by: ilovezfs <fbd54dbbcf9e596abad4ccdc4dfc17f80ebeaee2@icloud.com>
",,,,,,
stgraber/snapd,eed330c1c89447d3973c97ed354b67d3871fd4d7,"overlord/snapstate: use spread in the default refresh schedule

Enable spreading in the default refresh schedule so that refresh requests are
not hitting the store at the same (or close) time.

Signed-off-by: Maciej Borzecki <5fa2508e2b1cdae720a9c0360bd78f1653429f38@canonical.com>
",,,,,,
GiulianoFranchetto/zephyr,ad356c4557818a25221a762b2c93adc94cb3731f,"driver/i2c: stm32: Remove prompt on IP version symbols

Kconfig symbols I2C_STM32_V1 and I2C_STM32_V2 depends on SoC reference
and user should not have the possibility to choose one or the other.
Remove prompt on these symbols.

Signed-off-by: Erwan Gouriou <de4d967452b83bb0e37525652734e7d9163b6a4c@linaro.org>
",,,,,,
openstandia/keycloak-documentation-i18n,e3243eccc5686f80c36c40fd68b37b22da3ff05a,"[translation_completed] Updating translations for i18n/po/ja_JP/upgrading/topics/rhsso/migrate_themes-changes-71.ja_JP.po

Translate-URL: https://www.transifex.com/openstandia/keycloak-documentation-i18n/translate/#ja_JP/upgrading__topics__rhsso__migrate_themes-changes-71",,,,,,
dmatthes1982/fieldtrip,0d7241254cbb471e14fd9156533c3847380c0f79,"checking if rounding errors occur in ft_spike_maketrials by seeing whether the cfg.trl exceeds the bitmax

git-svn-id: acc6c3ca29b1786dc0c9899ede6e50e0d8935a36@8000 0cf7c7f0-3615-4144-b4e6-68da3bce3cd0
",,,,,,
coiax/-tg-station,8d52861fe77150a02454a12f13ee3d4450234275,"Moderate Damage Examination (#33008)

Ok so the last one only worked on carbons who weren't humans, woops. See: #32707

:cl: Robustin
tweak: Damage examinations now include a ""moderate"" classification. Before minor was <30 and severe was anything 30 or above. Now minor is <25, moderate is 25 to <50, and severe is 50+.
/:cl:",,,,,,
geopython/QGIS,cce957c27ed376ea9b50741934bde20a52dbe405,"Migrate from Qt3 widgets to Qt4 widgets.
Had to implement some UI stuff manually as Qt4 does less for the 
programmer that Qt3 (for button groups).


git-svn-id: 736967b34281393df2c2d27a33b8980e2cefa726@4683 c8812cc2-4d05-0410-92ff-de0c093fc19c
",,,,,,
marioli/qemu,5abbf0ee4d87c695deb1c3fca9bb994b93a3e3be,"block: Catch simultaneous usage of options and their aliases

While thinking about precedence of conflicting block device options from
different sources, I noticed that you can specify both an option and its
legacy alias at the same time (e.g. readonly=on,read-only=off). Rather
than specifying the order of precedence, we should simply forbid such
combinations.

Signed-off-by: Kevin Wolf <b75d81c03bd01637475de8fdfe57bd6e8b41a08d@redhat.com>
Reviewed-by: Benoît Canet <4995c48823b6dddcd038b28925b705cbe6043fa2@nodalink.com>
Reviewed-by: Markus Armbruster <5d00b6b660f20fb41305186c34c40973ec5cb35b@redhat.com>
",,,,,,
hashicorp/terraform,81a4e705b1ab01573edd39b367b600974b397117,"DiffSuppressFunc should noop diffs in sets

Sets rely on diffs being complete for all elements, even when they are
unchanged. When encountering a DiffSuppressFunc inside a set the diffs
were being dropped entirely, possible causing set elements to be lost.
",,,,,,
jsafrane/origin,014cc9ba6d1cd3a4f7c3c8d8618de8bc53d87e9d,"Merge pull request #18245 from smarterclayton/preserve_metrics

Automatic merge from submit-queue.

Preserve router metrics across restarts

Router metrics aren't preserved across HAProxy reloads. To counter that, capture the state of certain counter style metrics (NOT rate style metrics) immediately before a router reload, then add them to subsequent reports. Some metrics will be lost (any recorded between the capture and the actual restart time) but this will make metrics accurate to within a few percent, even when routers are restarting frequently.

This increases the cost of the reload slightly, but metrics are arguably worth it.",,,,,,
