repo_name,commit,message,Is_Security,Justification,Certain,Comment,Sampling
gambit/gambit,354298e01c646b100f7ce530c4dcd75a784d9db2,"Improve handling of fixnum overflow
",FALSE,improve handling,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
tprrt/linux-stable,a2a678ed4d0d6cb5f36dbabc411d60d9a4f9c435,"dm snapshot persistent: fix missing cleanup in persistent_ctr error path

If an unsupported option is given then the early return from
persistent_ctr() leaked memory allocated for the 'pstore' and never
destroyed the 'metadata_wq'.

Fixes: b0d3cc011e53 (""dm snapshot: add new persistent store option to support overflow"")
Signed-off-by: Sudip Mukherjee <8ebcb270388efeefbc3b674e2d51f150dd6e6b25@vectorindia.org>
Signed-off-by: Mike Snitzer <85e533f2e78486213c4d69f71462342ec0c62734@redhat.com>
",FALSE,fixes overflow,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
chromium/chromium,8e761bfdb9bdd10962e1db7ef195047e966c56fd,"Unreviewed, GTK rebaseline after r113756.

* platform/gtk/fast/multicol/table-vertical-align-expected.txt:
* platform/gtk/fast/overflow/hidden-scrollbar-resize-expected.txt:
* platform/gtk/fast/repaint/overflow-outline-repaint-expected.txt:
* platform/gtk/scrollbars/scrollbars-on-positioned-content-expected.txt:

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@113832 bbb929c8-8fbe-4397-9dbb-9b2b20218538",FALSE,overflow directory,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
joseluisquiroga/bj-actor-model,3153fb67bfafcaa5bd7b54f1c6762fc7771b4188,"bjdbg 3 plla stack overflow
",FALSE,stack overflow,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
tprrt/linux-stable,6f2aed6ad7242ead0db1278b4b48fabb81bbc6a7,"net: dsa: replace count*size kzalloc by kcalloc

kcalloc manages count*sizeof overflow.

Signed-off-by: Fabian Frederick <3efd2a027b14fd890cd23a9ef6d1134b4e5ad850@skynet.be>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",FALSE,manages overflow,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
cherrypy/cheroot,52cf08bb511b290e2eea7f1240f6531401640543,"Bypass pytest-related env vars into tox env
",FALSE,pytest,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
nwjs/chromium.src,622624a7e2fa0edd4cc7de34f9361736e7b3d402,"Changes to how WebMediaPlayerProxyAndroid handles EME responses

WebMediaPlayerProxyAndroid currently bypasses ProxyMediaKeys and
ProxyDecryptor when handling EME responses. Change it to have the
responses go to ProxyMediaKeys so that the callback chain is called.

BUG=
TEST=EME L3 video plays.

Review URL: https://codereview.chromium.org/46383002

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@231523 0039d316-1c4b-4281-b951-d872f2087c98
",FALSE,handle,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
chromium/chromium,45755197dbfa666607fcb522792d3a39140e7c94,"Bypass a flaky step in TabUiTestHelper#enterTabSwitcher

Some of the test flakiness in tab_ui are caused by tab switcher button
being invisible in NTP when we try to click it. This is likely due to
unexpected scrolling in NTP which hides the top tool bar. Before
landing the actual fix which could introduce some other flakiness,
this CL lands a workaround first to see how many flakiness could be
fixed by resolving this issue.

Bug: 1145271
Change-Id: Iae74425cdc66f41dbfc8eca0d91129c67e9bca05
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2536385
Reviewed-by: Wei-Yin Chen (陳威尹) <53b4baf7beed764e759decbbaacbec9351f2869e@chromium.org>
Commit-Queue: Yue Zhang <b57b043fe1b7bca580292d7ed9db445fc3da19de@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#830233}
",FALSE,flaky test,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
esl/MongooseIM,b673599ab4096258039fc2d65586a61e19d21b61,"Merge pull request #2857 from balgillo/pubsub-nodeid-required-2779

Reject publish to non-existent pubsub node with nodeid-required

As described in the PR:
Change the response to a publish stanza that lacks a node attribute. Currently, a node with a random name will be auto-created. But XEP-0060 states:

    The element MUST possess a 'node' attribute, specifying the NodeID of the node.

XEP-0060 is not clear on what error should be returned if the node attribute is missing, so I've implemented the same response that it specifies for retract and configure stanzas that lack NodeIDs:

  <error type='modify'>
    <bad-request xmlns='urn:ietf:params:xml:ns:xmpp-stanzas'/>
    <nodeid-required xmlns='http://jabber.org/protocol/pubsub#errors'/>
  </error>

The unit tests in pubsub_s2s_SUITE need corresponding changes. Currently in the public test results for publish_test and the publish_without_node_test, the server is responding with a remote-server-not-found response:

	<error code='404' type='cancel'>
		<remote-server-not-found xmlns='urn:ietf:params:xml:ns:xmpp-stanzas'/>
	</error>

In my local testing, I was getting that result intermittently. The cause seems to be DNS resolution of the host pubsub.localhost. I've configured the big_test fed1 instance to bypass DNS for pubsub.localhost (it was already configured to bypass DNS for localhost, but that configuration did not affect subdomains). While making this change, I also configured it to bypass DNS for subdomain muc.localhost as well, because I saw intermittent failures of muc_SUITE:register_over_s2s for DNS-related reasons; while this doesn't seem to be a problem in the public test results, it seems like a good change anyway.

Once the DNS was bypassed, I get the following responses in the big tests:

pubsub_s2s_SUITE:publish_test

	<error code='403' type='auth'>
		<forbidden xmlns='urn:ietf:params:xml:ns:xmpp-stanzas'/>
	</error>

pubsub_s2s_SUITE:publish_without_node_attr_test

	<error code='400' type='modify'>
		<bad-request xmlns='urn:ietf:params:xml:ns:xmpp-stanzas'/>
		<nodeid-required xmlns='http://jabber.org/protocol/pubsub#errors'/>
	</error>

These responses seem correct (certainly more correct than remote-server-not-found) so I have updated the big test expectations to match.",FALSE,test,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
tprrt/linux-stable,5fcaf6982d1167f1cd9b264704f6d1ef4c505d54,"sunrpc: fix crash when cache_head become valid before update

I was investigating a crash in our Virtuozzo7 kernel which happened in
in svcauth_unix_set_client. I found out that we access m_client field
in ip_map structure, which was received from sunrpc_cache_lookup (we
have a bit older kernel, now the code is in sunrpc_cache_add_entry), and
these field looks uninitialized (m_client == 0x74 don't look like a
pointer) but in the cache_head in flags we see 0x1 which is CACHE_VALID.

It looks like the problem appeared from our previous fix to sunrpc (1):
commit 4ecd55ea0742 (""sunrpc: fix cache_head leak due to queued
request"")

And we've also found a patch already fixing our patch (2):
commit d58431eacb22 (""sunrpc: don't mark uninitialised items as VALID."")

Though the crash is eliminated, I think the core of the problem is not
completely fixed:

Neil in the patch (2) makes cache_head CACHE_NEGATIVE, before
cache_fresh_locked which was added in (1) to fix crash. These way
cache_is_valid won't say the cache is valid anymore and in
svcauth_unix_set_client the function cache_check will return error
instead of 0, and we don't count entry as initialized.

But it looks like we need to remove cache_fresh_locked completely in
sunrpc_cache_lookup:

In (1) we've only wanted to make cache_fresh_unlocked->cache_dequeue so
that cache_requests with no readers also release corresponding
cache_head, to fix their leak.  We with Vasily were not sure if
cache_fresh_locked and cache_fresh_unlocked should be used in pair or
not, so we've guessed to use them in pair.

Now we see that we don't want the CACHE_VALID bit set here by
cache_fresh_locked, as ""valid"" means ""initialized"" and there is no
initialization in sunrpc_cache_add_entry. Both expiry_time and
last_refresh are not used in cache_fresh_unlocked code-path and also not
required for the initial fix.

So to conclude cache_fresh_locked was called by mistake, and we can just
safely remove it instead of crutching it with CACHE_NEGATIVE. It looks
ideologically better for me. Hope I don't miss something here.

Here is our crash backtrace:
[13108726.326291] BUG: unable to handle kernel NULL pointer dereference at 0000000000000074
[13108726.326365] IP: [<ffffffffc01f79eb>] svcauth_unix_set_client+0x2ab/0x520 [sunrpc]
[13108726.326448] PGD 0
[13108726.326468] Oops: 0002 [#1] SMP
[13108726.326497] Modules linked in: nbd isofs xfs loop kpatch_cumulative_81_0_r1(O) xt_physdev nfnetlink_queue bluetooth rfkill ip6table_nat nf_nat_ipv6 ip_vs_wrr ip_vs_wlc ip_vs_sh nf_conntrack_netlink ip_vs_sed ip_vs_pe_sip nf_conntrack_sip ip_vs_nq ip_vs_lc ip_vs_lblcr ip_vs_lblc ip_vs_ftp ip_vs_dh nf_nat_ftp nf_conntrack_ftp iptable_raw xt_recent nf_log_ipv6 xt_hl ip6t_rt nf_log_ipv4 nf_log_common xt_LOG xt_limit xt_TCPMSS xt_tcpmss vxlan ip6_udp_tunnel udp_tunnel xt_statistic xt_NFLOG nfnetlink_log dummy xt_mark xt_REDIRECT nf_nat_redirect raw_diag udp_diag tcp_diag inet_diag netlink_diag af_packet_diag unix_diag rpcsec_gss_krb5 xt_addrtype ip6t_rpfilter ipt_REJECT nf_reject_ipv4 ip6t_REJECT nf_reject_ipv6 ebtable_nat ebtable_broute nf_conntrack_ipv6 nf_defrag_ipv6 ip6table_mangle ip6table_raw nfsv4
[13108726.327173]  dns_resolver cls_u32 binfmt_misc arptable_filter arp_tables ip6table_filter ip6_tables devlink fuse_kio_pcs ipt_MASQUERADE nf_nat_masquerade_ipv4 xt_nat iptable_nat nf_nat_ipv4 xt_comment nf_conntrack_ipv4 nf_defrag_ipv4 xt_wdog_tmo xt_multiport bonding xt_set xt_conntrack iptable_filter iptable_mangle kpatch(O) ebtable_filter ebt_among ebtables ip_set_hash_ip ip_set nfnetlink vfat fat skx_edac intel_powerclamp coretemp intel_rapl iosf_mbi kvm_intel kvm irqbypass fuse pcspkr ses enclosure joydev sg mei_me hpwdt hpilo lpc_ich mei ipmi_si shpchp ipmi_devintf ipmi_msghandler xt_ipvs acpi_power_meter ip_vs_rr nfsv3 nfsd auth_rpcgss nfs_acl nfs lockd grace fscache nf_nat cls_fw sch_htb sch_cbq sch_sfq ip_vs em_u32 nf_conntrack tun br_netfilter veth overlay ip6_vzprivnet ip6_vznetstat ip_vznetstat
[13108726.327817]  ip_vzprivnet vziolimit vzevent vzlist vzstat vznetstat vznetdev vzmon vzdev bridge pio_kaio pio_nfs pio_direct pfmt_raw pfmt_ploop1 ploop ip_tables ext4 mbcache jbd2 sd_mod crc_t10dif crct10dif_generic mgag200 i2c_algo_bit drm_kms_helper scsi_transport_iscsi 8021q syscopyarea sysfillrect garp sysimgblt fb_sys_fops mrp stp ttm llc bnx2x crct10dif_pclmul crct10dif_common crc32_pclmul crc32c_intel drm dm_multipath ghash_clmulni_intel uas aesni_intel lrw gf128mul glue_helper ablk_helper cryptd tg3 smartpqi scsi_transport_sas mdio libcrc32c i2c_core usb_storage ptp pps_core wmi sunrpc dm_mirror dm_region_hash dm_log dm_mod [last unloaded: kpatch_cumulative_82_0_r1]
[13108726.328403] CPU: 35 PID: 63742 Comm: nfsd ve: 51332 Kdump: loaded Tainted: G        W  O   ------------   3.10.0-862.20.2.vz7.73.29 #1 73.29
[13108726.328491] Hardware name: HPE ProLiant DL360 Gen10/ProLiant DL360 Gen10, BIOS U32 10/02/2018
[13108726.328554] task: ffffa0a6a41b1160 ti: ffffa0c2a74bc000 task.ti: ffffa0c2a74bc000
[13108726.328610] RIP: 0010:[<ffffffffc01f79eb>]  [<ffffffffc01f79eb>] svcauth_unix_set_client+0x2ab/0x520 [sunrpc]
[13108726.328706] RSP: 0018:ffffa0c2a74bfd80  EFLAGS: 00010246
[13108726.328750] RAX: 0000000000000001 RBX: ffffa0a6183ae000 RCX: 0000000000000000
[13108726.328811] RDX: 0000000000000074 RSI: 0000000000000286 RDI: ffffa0c2a74bfcf0
[13108726.328864] RBP: ffffa0c2a74bfe00 R08: ffffa0bab8c22960 R09: 0000000000000001
[13108726.328916] R10: 0000000000000001 R11: 0000000000000001 R12: ffffa0a32aa7f000
[13108726.328969] R13: ffffa0a6183afac0 R14: ffffa0c233d88d00 R15: ffffa0c2a74bfdb4
[13108726.329022] FS:  0000000000000000(0000) GS:ffffa0e17f9c0000(0000) knlGS:0000000000000000
[13108726.329081] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[13108726.332311] CR2: 0000000000000074 CR3: 00000026a1b28000 CR4: 00000000007607e0
[13108726.334606] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[13108726.336754] DR3: 0000000000000000 DR6: 00000000fffe0ff0 DR7: 0000000000000400
[13108726.338908] PKRU: 00000000
[13108726.341047] Call Trace:
[13108726.343074]  [<ffffffff8a2c78b4>] ? groups_alloc+0x34/0x110
[13108726.344837]  [<ffffffffc01f5eb4>] svc_set_client+0x24/0x30 [sunrpc]
[13108726.346631]  [<ffffffffc01f2ac1>] svc_process_common+0x241/0x710 [sunrpc]
[13108726.348332]  [<ffffffffc01f3093>] svc_process+0x103/0x190 [sunrpc]
[13108726.350016]  [<ffffffffc07d605f>] nfsd+0xdf/0x150 [nfsd]
[13108726.351735]  [<ffffffffc07d5f80>] ? nfsd_destroy+0x80/0x80 [nfsd]
[13108726.353459]  [<ffffffff8a2bf741>] kthread+0xd1/0xe0
[13108726.355195]  [<ffffffff8a2bf670>] ? create_kthread+0x60/0x60
[13108726.356896]  [<ffffffff8a9556dd>] ret_from_fork_nospec_begin+0x7/0x21
[13108726.358577]  [<ffffffff8a2bf670>] ? create_kthread+0x60/0x60
[13108726.360240] Code: 4c 8b 45 98 0f 8e 2e 01 00 00 83 f8 fe 0f 84 76 fe ff ff 85 c0 0f 85 2b 01 00 00 49 8b 50 40 b8 01 00 00 00 48 89 93 d0 1a 00 00 <f0> 0f c1 02 83 c0 01 83 f8 01 0f 8e 53 02 00 00 49 8b 44 24 38
[13108726.363769] RIP  [<ffffffffc01f79eb>] svcauth_unix_set_client+0x2ab/0x520 [sunrpc]
[13108726.365530]  RSP <ffffa0c2a74bfd80>
[13108726.367179] CR2: 0000000000000074

Fixes: d58431eacb22 (""sunrpc: don't mark uninitialised items as VALID."")
Signed-off-by: Pavel Tikhomirov <3e8c75167f9f00ca74287a4609f1507a2696e07e@virtuozzo.com>
Acked-by: NeilBrown <1c00aa603bb92d594c03cff60ecf8e63b2a5bcb1@suse.de>
Signed-off-by: J. Bruce Fields <51738506c1b2ccb0761f23bdc612c93babf738ea@redhat.com>
",FALSE,,FALSE,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
joncampbell123/dosbox-x,027d457d212a93b41f07bfd8c792d93d90de0dd6,"sound blaster pro filter bypass should be on by default (that makes
sense). The question is... does the real hardware default to that state?
",FALSE,sound blaster,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
tprrt/linux-stable,b8b275efc28e34f9b1d1e382d0b02dfa381b2a79,"ata_piix: fix suspend/resume for some TOSHIBA laptops

ACPI implementations in several TOSHIBA laptops are weird and burn cpu
cycles for tens of seconds while trying to suspend if the PCI device
for the ATA controller is disabled when the ACPI suspend is called.

This patch uses DMI to match those machines and bypass device disable
on those machines during suspend.  As the device needs to be put into
enabled state on resume without affecting PCI enable count, matching
resume callback uses __pci_reenable_device().

This bug is reported in bugzilla bug 7780.

  http://bugzilla.kernel.org/show_bug.cgi?id=7780

Signed-off-by: Tejun Heo <ccfba69985e72fbcd9ba8bbb6db43d42971ad06d@gmail.com>
Signed-off-by: Jeff Garzik <f3e731dfa293c7a83119d8aacfa41b5d2d780be9@garzik.org>
",FALSE,bypass device disable,FALSE,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
tprrt/linux-stable,58f5bbe331c566f49c9559568f982202a278aa78,"ethtool: fix a privilege escalation bug

In dev_ethtool(), the eth command 'ethcmd' is firstly copied from the
use-space buffer 'useraddr' and checked to see whether it is
ETHTOOL_PERQUEUE. If yes, the sub-command 'sub_cmd' is further copied from
the user space. Otherwise, 'sub_cmd' is the same as 'ethcmd'. Next,
according to 'sub_cmd', a permission check is enforced through the function
ns_capable(). For example, the permission check is required if 'sub_cmd' is
ETHTOOL_SCOALESCE, but it is not necessary if 'sub_cmd' is
ETHTOOL_GCOALESCE, as suggested in the comment ""Allow some commands to be
done by anyone"". The following execution invokes different handlers
according to 'ethcmd'. Specifically, if 'ethcmd' is ETHTOOL_PERQUEUE,
ethtool_set_per_queue() is called. In ethtool_set_per_queue(), the kernel
object 'per_queue_opt' is copied again from the user-space buffer
'useraddr' and 'per_queue_opt.sub_command' is used to determine which
operation should be performed. Given that the buffer 'useraddr' is in the
user space, a malicious user can race to change the sub-command between the
two copies. In particular, the attacker can supply ETHTOOL_PERQUEUE and
ETHTOOL_GCOALESCE to bypass the permission check in dev_ethtool(). Then
before ethtool_set_per_queue() is called, the attacker changes
ETHTOOL_GCOALESCE to ETHTOOL_SCOALESCE. In this way, the attacker can
bypass the permission check and execute ETHTOOL_SCOALESCE.

This patch enforces a check in ethtool_set_per_queue() after the second
copy from 'useraddr'. If the sub-command is different from the one obtained
in the first copy in dev_ethtool(), an error code EINVAL will be returned.

Fixes: f38d138a7da6 (""net/ethtool: support set coalesce per queue"")
Signed-off-by: Wenwen Wang <bafc5a1ee344249d3957e4d34f33647904b567dc@umn.edu>
Reviewed-by: Michal Kubecek <48ad0bdf47651f7a71905c605c8960f443623cd5@suse.cz>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",TRUE,privilige escalation,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
bio-miga/miga,6acc903d1d3ad082a16bfdbdbdcbff9279af23f8,"Bypass maintenance in one-run projects (shutdown when done)
",FALSE,maintenance,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
grpc/grpc,b46d873db91ee7afa48ce3c35f14c153484776e2,"Merge pull request #17790 from apolcyn/fix_sorting_bypass

Fix windows localhost address sorting bug",FALSE,sorting,,,22_mar_2021_pos_bypass_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
ComPlat/chemotion_ELN,6e821cd8eb8987680b9d67dbd39bafa31eeaf211,"Add import elements permission level.
",TRUE,permission,,,22_mar_2021_pos_5b4cdc2fafbd6f8947d21a7e3c7c1d217c85e3df
erxes/erxes,01968d4eca8126d76e73c3d62aa551334eecd5b4,"Enhancement/copy permissions and user group

close #1622",TRUE,permissions,,,22_mar_2021_pos_5b4cdc2fafbd6f8947d21a7e3c7c1d217c85e3df
oVirt/ovirt-web-ui,a5a90a3ccaec023a241385657db96346503455d6,"Merge pull request #784 from sjd78/cluster-permissions

Add permission checks/filtering for Create VM, Edit VM and Cluster Lists",TRUE,permissions,,,22_mar_2021_pos_5b4cdc2fafbd6f8947d21a7e3c7c1d217c85e3df
aquametalabs/aquameta,92b07f85170aee11b5971c2a315f594fc75137b8,"Docker install setups up permissions correctly
",TRUE,permissions,,,22_mar_2021_pos_5b4cdc2fafbd6f8947d21a7e3c7c1d217c85e3df
chromium/chromium,6e318e0e2b5fd1f3596f96d3cd87475b2db106a2,"Grant the GL bindings permission to do file I/O during their initialization.
This one-time initialization takes very little time and is impractical
to move to another thread when the bindings are needed.

Re-enable NoStartupWindowTest.NoStartupWindowBasicTest on Mac.

BUG=100298
TEST=NoStartupWindowTest.NoStartupWindowBasicTest
TBR=atwilson
Review URL: http://codereview.chromium.org/8301014

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@105605 0039d316-1c4b-4281-b951-d872f2087c98
",TRUE,permission,,,22_mar_2021_pos_5b4cdc2fafbd6f8947d21a7e3c7c1d217c85e3df
Azure/azure-sdk-for-java,ff3276e9311267feeb719bc6a2eb9cf2bec48959,"changing x5t to x509Thumbprint, adding key ID to secret and updating documentations for the WebKey types to reflect the accepted types
",TRUE,secret,,,22_mar_2021_pos_5b4cdc2fafbd6f8947d21a7e3c7c1d217c85e3df
it-novum/openITCOCKPIT,cb01c9ee57b7b2d96a367db444c741bc1e1c1522,"Create randome /opt/openitc/etc/grafana/admin_password
",TRUE,password,,,22_mar_2021_pos_5b4cdc2fafbd6f8947d21a7e3c7c1d217c85e3df
