repo_name,commit,message,Is_abstraction,Justification,Certain,Comment,Sampling
coreboot/coreboot,27d4266a44a2a39a589145dd234526f94a206eec,"arm64: split cpu.h header

Add a cpu-internal.h for internal prototypes to the
architecture specific code.

BUG=chrome-os-partner:31761
BRANCH=None
TEST=Built and booted.

Change-Id: I12a379f86056a9a2007a7c036d65b5e08e558d0e
Signed-off-by: Patrick Georgi <bc411205f21846a74924ee7b489c75617ec76078@chromium.org>
Original-Commit-Id: 5dcd488326f6496d80eb1fe1ff4414ebba1280e9
Original-Change-Id: I8ab520478954a3b43e8e0831d1883f9a791850aa
Original-Signed-off-by: Aaron Durbin <af0622ab041e8b0f8e5819838dcc93898196e71f@chromium.org>
Original-Reviewed-on: https://chromium-review.googlesource.com/216924
Original-Reviewed-by: Furquan Shaikh <6be5c96c464778f89679b1062a2e0a6af93d2aa5@chromium.org>
Reviewed-on: http://review.coreboot.org/9041
Tested-by: build bot (Jenkins)
Reviewed-by: Stefan Reinauer <b7a34d9d688de5c92c7948a5d8c55e0adeaff0bb@coreboot.org>
",FALSE,internal prototypes,,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
stinsonga/emacs-mirror,f5588a407c60a6cdff1a6ba7262ba094a5e9ad49,"(foreach_window): Change prototype.
",TRUE,change prototype,FALSE,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
google/CodeCity,77f6b7ac81ffac908baa2c9feddca44c97f179a4,"Move thread-for-funcall creation from setTimeout to Interpreter.prototype.createThreadForFuncall

(Since we are going to need this in a few other places.)
",FALSE,prototype componenet,,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
mattstock/binutils-bexkat1,515630c5e5a3b481867b81031930664f8d1d9b77,"	* inferior.h (read_pc_pid, write_pc_pid): Remove.
	* regcache.h (regcache_read_pc, regcache_write_pc): Add prototypes.

	* regcache.c (read_pc_pid): Remove, replace by ...
	(regcache_read_pc): ... this function.
	(write_pc_pid): Remove, replace by ...
	(regcache_write_pc): ... this function.
	(read_pc, write_pc): Update.

	* infrun.c (displaced_step_prepare): Replace read_pc_pid and
	write_pc_pid by regcache_read_pc and regcache_write_pc.
	(displaced_step_fixup): Likewise.
	(resume): Likewise.  Use regcache arch instead of current_gdbarch.
	(prepare_to_proceed): Likewise.
	(proceed): Likewise.
	(adjust_pc_after_break): Likewise.
	(handle_inferior_event): Likewise.

	* linux-nat.c (cancel_breakpoint): Likewise.
	* linux-thread-db.c (check_event): Likewise.
	* aix-thread.c (aix_thread_wait): Likewise.
	* tracepoint.c (trace_dump_command): Likewise.
",FALSE,add prototypes,,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
paperwm/PaperWM,9be97a5f3639b6f5a58614c521e04c7d2d195e1d,"Minimap prototype

NB: Only one workspace supported

Ref: #33
",FALSE,mimmap prototypes,FALSE,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
emacs-mirror/emacs,2251a6f2b7e145d7e143f79437c2d673b4f96c4b,"(FRINGE_ID_BITS): New definition for number of
bits allocated to hold a fringe number.  Increase number of bits
from 4 to 8 to allow user defined fringe bitmaps.
(struct glyph_row, struct it): New members left_user_fringe_bitmap,
left_user_fringe_face_id, right_user_fringe_bitmap,
right_user_fringe_face_id.
(enum fringe_bitmap_type, struct fringe_bitmap, fringe_bitmaps):
Move to new file fringe.c.
(MAX_FRINGE_BITMAPS): Define here.
(struct draw_fringe_bitmap_params): New members bits, cursor_p,
and overlay_p.  Change member which to int.
(struct redisplay_interface): New members define_fringe_bitmap
and destroy_fringe_bitmap.
(valid_fringe_bitmap_id_p): Add prototype.
(w32_init_fringe, w32_reset_fringes) [WINDOWS_NT]: Add prototypes.
",FALSE,add prototype,,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
nwjs/chromium.src,1ce377eb27a3bf9c11eba54f22b35d7657cbe28a,"memory-infra: Service implementation

This adds the memory instrumentation service. The service implements
the Coordinator interface.

Note about thread safety: all interface implementation's methods are
called from the thread that bound it to the message pipe. So, there is
no need to switch threads in the implementation. However, we should be
careful to bind the service on the correct thread, if needed (e.g. if
calls should be made from the UI thread).

A prototype of the end product: https://codereview.chromium.org/2571823002

BUG=679830

Review-Url: https://codereview.chromium.org/2647773002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#447349}
",FALSE,link to prototype,,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
metasfresh/metasfresh-webui-api,f6eadae36ffcb8a9103b3cd33a0b372e521dd056,"FRESH-826 #41 prototype dashboard
",TRUE,prototype dashboard,FALSE,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
chromium/chromium,c4cee0dd06ef2c8edbcf855c9a88177d88699de5,"	* Makefile.am: Pass the -f flag to ln so it doesn't fail when
	there's already a link there.

	* configure.in: Use gcc3 and g++3 so we always get gcc 3.0, no
	matter how the system is configured. Besides the fact that gcc
	3.0 includes more in -Wall, turned on the following additional
	warnings that were not on before:
	    -W
	    -Wbad-function-cast
	    -Wformat-security
	    -Wmissing-format-attribute
	    -Wstrict-prototypes
	    -Wwrite-strings
	Also removed the -fno-coalesce-static-vtables flag for C++
	and removed explicit mention of C++ warnings that are part of
	-Wall in gcc 3.0 at least.

	* Tests/harness.c: (main): Const string fix.
	* Tests/kde/kurl-test.cpp: (testURL): Std namespace and const string fix.
	* Tests/libiftest/IFTestDirectory.c: (IFSetUpTestDirectory): Const string fix.
	* Tests/libiftest/IFTestDirectory.h: Const string fix.

	* Tests/qt/qarray-test.cpp:
	* Tests/qt/qbuffer-test.cpp:
	* Tests/qt/qchar-test.cpp:
	* Tests/qt/qcstring-test.cpp:
	* Tests/qt/qdate-test.cpp:
	* Tests/qt/qdatetime-test.cpp:
	* Tests/qt/qdict-test.cpp:
	* Tests/qt/qdir-test.cpp:
	* Tests/qt/qfile-test.cpp:
	* Tests/qt/qlist-test.cpp:
	* Tests/qt/qmap-test.cpp:
	* Tests/qt/qpoint-test.cpp:
	* Tests/qt/qptrdict-test.cpp:
	* Tests/qt/qrect-test.cpp:
	* Tests/qt/qregexp-test.cpp:
	* Tests/qt/qsize-test.cpp:
	* Tests/qt/qsortedlist-test.cpp:
	* Tests/qt/qstack-test.cpp:
	* Tests/qt/qstring-test.cpp:
	* Tests/qt/qstringlist-test.cpp:
	* Tests/qt/qtime-test.cpp:
	* Tests/qt/qvaluelist-test.cpp:
	* Tests/qt/qvector-test.cpp:
	Add ""using namespace std"" to each test as a simple std namespace fix.

WebFoundation:

	Reviewed by Maciej

	Fixes for compiling with gcc3 and more warnings.

	* WebFoundation.pbproj/project.pbxproj: Turn on gcc3 and the same set of warnings
	as in the rest of Labyrinth (see top level ChangeLog for details).

	* CacheLoader.subproj/IFURLHandle.m: (-[IFURLHandle percentComplete]):
	Rearrange code to avoid a cast to (float) that gcc3 didn't like.

	* Database.subproj/IFNDBMDatabase.m: (-[IFNDBMDatabase objectForKey:]):
	Mark some variables volatile to make gcc3 happy about their values and the
	use of longjmp. Good catch on the compiler's part.

	* Database.subproj/IFURLFileDatabase.m: Work around bug 2905545 so we can
	have -W on for all the rest of WebFoundation.
	(URLFileReaderInit): Mark this as (void) so it's not a non-prototyped function.
	(-[IFURLFileReader initWithPath:]): Don't assign to self so gcc3 is not unhappy
	about the use of it with longjmp.
	(-[IFURLFileDatabase objectForKey:]): Mark some variables volatile to make gcc3
	happy about their values and the use of longjmp.

	* Misc.subproj/IFNSObjectExtensions.m: (-[NSObject performBooleanSelector:]),
	(-[NSObject performBooleanSelector:withObject:]): Do a new implementation that
	does't make the compiler unhappy about type casts.

	* Misc.subproj/IFNSThreadExtensions.m: Work around bug 2905545 so we can
	have -W on for all the rest of WebFoundation.
	(InitJoinableThreads): Mark this as (void) so it's not a non-prototyped function.

JavaScriptCore:

	Reviewed by Maciej

	* JavaScriptCore.pbproj/project.pbxproj: Turn on gcc3 and the same set of warnings
	as in the rest of Labyrinth (see top level ChangeLog for details).

WebCore:

	Fixes for compiling with gcc3 and more warnings.

	* khtml/html/.cvsignore: Add kentities.c; I could have sworn I did this
	already.
	* khtml/html/Makefile.am: Remove erroneous duplicate definition of
	CLEAN_FILES.

	* libwebcore.exp:
	* libwebcoretests.exp:
	Rebuilt these lists from scratch. Almost everything in here is different
	since the C++ name mangling rules changed.

	* khtml/css/cssparser.cpp:
	* khtml/misc/htmlhashes.cpp:
	Disable inlining in part of this file as a workaround for Radar 2905890.

	* kwq/KWQApplication.mm: (QDesktopWidget::screenGeometry):
	Add casts to int needed to make gcc3 happy.
	* kwq/KWQArrayImpl.mm: Add missing #include of <string.h>.

	* kwq/KWQBitmap.mm:
	* kwq/KWQFrame.mm:
	* kwq/KWQLineEdit.mm:
	Removed some unused copy constructors and assignment operators to avoid
	warnings in them.

	* kwq/KWQButton.mm: (QButton::setText):
	* kwq/KWQListBox.mm: (QListBox::~QListBox), (QListBox::clear),
	(QListBox::setSelectionMode), (QListBox::currentItem), (QListBox::insertItem),
	(QListBox::setSelected), (QListBox::isSelected), (QListBoxItem::width),
	(QListBoxItem::height):
	* kwq/KWQScrollView.mm: (QScrollView::setContentsPos), (QScrollView::addChild),
	(QScrollView::resizeContents), (QScrollView::viewportToContents),
	Use local variables to work around Radar 2905835.

	* kwq/KWQCString.mm: (operator<<):
	* kwq/KWQPoint.mm: (operator<<):
	* kwq/KWQRect.mm: (operator<<):
	* kwq/KWQSize.mm: (operator<<):
	* kwq/qt/qarray.h:
	* kwq/qt/qcstring.h:
	* kwq/qt/qdatetime.h:
	* kwq/qt/qdict.h:
	* kwq/qt/qlist.h:
	* kwq/qt/qmap.h:
	* kwq/qt/qpainter.h:
	* kwq/qt/qpoint.h:
	* kwq/qt/qptrdict.h:
	* kwq/qt/qrect.h:
	* kwq/qt/qsize.h:
	* kwq/qt/qstack.h:
	* kwq/qt/qvaluelist.h:
	* kwq/qt/qvector.h:
	Say std::ostream instead of just ostream.

	* kwq/KWQCharsets.mm: Fix a const problem.

	* kwq/KWQDateTime.mm: (QTime::elapsed), (QTime::restart): Use int instead
	of uint, since these functions try to handle values that are less than 0.
	(operator<<): Say std::ostream instead of just ostream.
	* kwq/KWQTextArea.mm: (RangeOfParagraph): Fix an int/uint issue.

	* kwq/KWQFile.mm: (QFile::KWQFilePrivate::KWQFilePrivate),
	(QFile::KWQFilePrivate::~KWQFilePrivate): Use new/delete instead of
	malloc/free so we don't get void * warnings.

	* kwq/KWQFontMetrics.mm: (__IFFillStyleWithAttributes),
	(-[KWQLayoutInfo drawString:atPoint:withFont:color:]),
	(-[KWQLayoutInfo _initializeCaches]),
	(_rectForString):
	* kwq/KWQKURL.mm: (KURL::KWQKURLPrivate::KWQKURLPrivate),
	(RelativeURLKeyRetainCallBack), (RelativeURLKeyReleaseCallBack),
	(RelativeURLKeyEqualCallBack), (RelativeURLKeyHashCallBack),
	(KURL::normalizeURLString), (KURL::normalizeRelativeURLString):
	* kwq/KWQPainter.mm: (QPainter::save):
	* kwq/KWQKloader.mm:
	(-[URLLoadClient IFURLHandle:resourceDidFailLoadingWithResult:]),
	(-[URLLoadClient IFURLHandle:didRedirectToURL:]):
	Add type casts where necessary to make the stricter gcc3 happy.

	* kwq/KWQPixmap.mm: (QPixmap::QPixmap): Explicitly initialize the underlying
	QPaintDevice.
	(QPixmap::size), (QPixmap::rect): Add type casts where necessary to make
	the stricter gcc3 happy.

	* kwq/KWQPtrDictImpl.mm: (KWQPtrDictImpl::KWQPtrDictPrivate::KWQPtrDictPrivate):
	Say std::bad_alloc instead of just bad_alloc.
	(invokeDeleteFuncOnValue), (KWQPtrDictImpl::clear): Pass a pointer to a function
	pointer rather than a function pointer to avoid a warning about turning function
	pointers into void *.

	* kwq/KWQRegion.mm: (QRegion::_initialize), (QRegion::~QRegion): Use new/delete
	rather than calloc/free so we don't get void * warnings.
	(QRegion::boundingRect): Add type casts.

	* kwq/KWQString.mm: (QString::fromStringWithEncoding): Add cast.
	(QString::setNum): use %ld and %lu rather than %D and %U.
	(QString::fill), (QString::convertToQCString): Add casts.

	* kwq/KWQTextStorage.mm: (-[KWQTextStorage _buildFragmentForString:]):
	Add a cast to make gcc3 happy.

	* kwq/KWQVariant.mm: Say ""friend class"" instead of ""friend"".

	* kwq/KWQVectorImpl.mm: (KWQVectorImpl::KWQVectorPrivate::KWQVectorPrivate):
	Say std::bad_alloc instead of just bad_alloc.
	(KWQVectorImpl::data): Replace the old autorelease trick with a new one that
	doesn't require mixing malloc with NSData.

	* kwq/KWQView.mm: (-[KWQHTMLView mouseUp:]), (-[KWQHTMLView mouseDown:]):
	Add casts to make gcc3 happy.

	* kwq/KWQWidget.mm: (QWidget::frameGeometry), (QWidget::mapToGlobal),
	(QWidget::minimumSizeHint): Add casts to make gcc3 happy. Also another
	workaround for Radar 2905835.

	* kwq/WCPlugin.mm: (-[WCPlugin load]): Add tons of type casts so we don't have
	to mix void * with function pointer types.

	* kwq/WCPluginWidget.h:
	* kwq/WCPluginWidget.mm: (WCIFPluginMakeFunction), (WCIFNullPluginMakeFunction):
	Change types so we don't have to mix void * with function pointer types.
	This caught a mistake where WCIFNullPluginMakeFunction was returning the wrong
	function pointer.

	* kwq/external.h: Add some missing interfaces that the pickier gcc3 needed to see.

	* kwq/kwqdebug.mm: Don't compile the file if xNDEBUG is set. Otherwise we get
	a warning in here.

	* kwq/npapi.h: Use function pointer types for function pointers and transition
	vectors so we don't have to mix void * with function pointer types.

	* kwq/npapi.mm: (NPN_GetURLNotify), (NPN_GetURL),
	(NPN_PostURLNotify), (NPN_PostURL), (NPN_NewStream), (NPN_Write),
	(NPN_DestroyStream), (NPN_Status), (NPN_GetValue), (NPN_SetValue),
	(NPN_InvalidateRect), (NPN_InvalidateRegion), (NPN_ForceRedraw):
	Use local variables to work around Radar 2905835.
	(functionPointerForTVector), (tVectorForFunctionPointer):
	Change types around so we don't have to mix void * with function pointer types.

WebKit:

	Fixes for compiling with gcc3 and more warnings.

	* WebKit.pbproj/project.pbxproj: Turn on gcc3 and the same set of warnings
	as in the rest of Labyrinth (see top level ChangeLog for details).

	* Plugins.subproj/IFPluginView.mm:
	Avoid warnings about malloc by not using it.
	(-[IFPluginView initWithFrame:plugin:url:mime:arguments:mode:]): Keep the arguments
	dictionary around instead of keeping the C format version of it around. Also don't
	bother keeping the C string form of the MIME type around, and simplify some other
	stuff in here.
	(-[IFPluginView dealloc]): Corresponding changes since we keep a different set of things.
	(-[IFPluginView newStream:mimeType:notifyData:]): Use [mimeType cString].
	(-[IFPluginView start]): Build the lists of attributes and values in here. Do it using
	[NSString cString] for simplicity and don't keep the lists around after we're done with
	them.
	(-[IFPluginView IFURLHandleResourceDidFinishLoading:data:]): Use [filenameClassic cString].

	* WebView.subproj/IFMainURLHandleClient.mm:
	(-[IFMainURLHandleClient IFURLHandleResourceDidCancelLoading:]),
	(-[IFMainURLHandleClient IFURLHandleResourceDidFinishLoading:data:]),
	(-[IFMainURLHandleClient IFURLHandle:resourceDataDidBecomeAvailable:]),
	(-[IFMainURLHandleClient IFURLHandle:resourceDidFailLoadingWithResult:]):
	* WebView.subproj/IFWebDataSourcePrivate.mm: (-[IFWebDataSourcePrivate dealloc]),
	(-[IFWebDataSource _setLoading:]), (-[IFWebDataSource _setController:]),
	(-[IFWebDataSource _setLocationChangeHandler:]):
	* WebView.subproj/IFWebView.mm: (-[IFWebView provisionalDataSourceChanged:]),
	(-[IFWebView mouseUp:]), (-[IFWebView mouseDown:]):
	Add type casts required by pickier gcc3.

	* WebView.subproj/IFWebViewPrivate.mm: (-[IFWebViewPrivate dealloc]):
	Add type cast required by pickier gcc3.
	(-[IFWebView _stopPlugins]): Use local variable to work around Radar 2905835.

WebBrowser:

	Fixes for compiling with gcc3 and more warnings.

	* WebBrowser.pbproj/project.pbxproj: Turn on gcc3 and the same set of warnings
	as in the rest of Labyrinth (see top level ChangeLog for details).

	* InternetConfigUtilities.m: (stringValueForICKey), (setStringValue):
	Some const string fixes.
	* Preferences.subproj/TextPreferences.m: (-[TextPreferences changeFont:]):
	Remove a cast that makes gcc3 unhappy.
	* ___CFA2UC.c: (NSGiantRaise): Const string fix.
	(gcompg): Old-style function prototype fix.
	(initialguess): Remove a cast that makes gcc3 unhappy.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@1045 bbb929c8-8fbe-4397-9dbb-9b2b20218538",FALSE,pfunction prototype fix,,,18_jan_2021_prototype_3e922c0344679d08b44f908623cc7d956b0bf0d1
perl6/doc,9d78199f0fbee17034ebd988089770ffb0276b74,"Bring Iterator docs up to date
",FALSE,iterator component,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
brunosmmm/hdltools,8404c9ce17b45907789edbb99729b29129a888a8,"fixed wrong dict iterator
",FALSE,wrong iterator,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
TileDB-Inc/TileDB,4d6ac794096512db7725a1e605023e19e9f830df,"Optimized cell iterators for the case of variable-lengthed cells.
",FALSE,iterators,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
tprrt/linux-stable,3e7b2ec4fe8ef4b05b33db3e84d1b1fbccde250e,"rhashtable: Check for count mismatch while iterating in selftest

Verify whether both the lock and RCU protected iterators see all
test entries before and after expanding and shrinking has been
performed. Also verify whether the number of entries in the hashtable
remains stable during expansion and shrinking.

Signed-off-by: Thomas Graf <17c2d8920621522552b392f72d8fdb4d1e866b44@suug.ch>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",FALSE,iterating,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
rakudo/rakudo,49b2c1303da1812ebc192c57656cef8c3d34043e,"added .fmt method to Iterator.pm so that fmt can take Iterators of any form.

Signed-off-by: Moritz Lenz <2b469823646c02e9f01a7ad5b893ceac76b06bbe@faui2k3.org>
",FALSE,,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
chromium/chromium,475a0b50b3d12398feccfb330410bedf9d0b49aa,"Revert ""bind-gen: Switch to the new IDL interface implementation""

This reverts commit e1dce34f9e52b908b6dfda35ffda5a2d5de3bfcf.

Reason for revert: Most critically due to https://crbug.com/1112227 but not limited to.

Original change's description:
> bind-gen: Switch to the new IDL interface implementation
> 
> Blink-V8 bindings team has been developing the new improved
> Web IDL bindings system, and this patch enables the new
> bindings implementation of Web IDL interfaces at build time.
> 
> Note that other IDL definitions (buffer source types,
> dictionaries, callback functions, etc.) are not affected and
> the old bindings are still used for them.
> 
> The new IDL interface implementation is not 100% compatible
> with the old one, and we see the following changes/improvement
> that are visible from author script.
> 
> Behavioral changes:
> - Cross origin attributes become accessor properties.
> - Indexed/named properties' behaviors change.
> - Legacy platform objects with indexed properties support
>   @@iterator property.
> - Maplike supports size() operation.
> - [NoInterfaceObject] removes 'constructor' property.
> - Some of error messages change.
> For these changes, new behaviors are better conforming to
> Web IDL specification.
> 
> Non-behavioral changes:
> - Keep-alive-GC optimization is removed.
> 
> For performance, there is no major difference in speed perf
> and -17KB improvement in APK binary size.
> 
> Pinpoint results
> https://pinpoint-dot-chromeperf.appspot.com/job/1230bdd8920000
> https://pinpoint-dot-chromeperf.appspot.com/job/14b5b5d0920000
> https://pinpoint-dot-chromeperf.appspot.com/job/12ca6424920000
> https://pinpoint-dot-chromeperf.appspot.com/job/14e3aa48920000
> 
> Bug: 839389
> Change-Id: I9de8de3cc9e37b4ee46333c9270fe49bbdd69534
> Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2081633
> Commit-Queue: Yuki Shiino <e3bb199ef8a61005bf84cdc86ad9ebf7e094973a@chromium.org>
> Reviewed-by: Kent Tamura <tkent@chromium.org>
> Reviewed-by: Kentaro Hara <ef1728e9a9ee178abcf3af44b8924f4f0a6f4047@chromium.org>
> Reviewed-by: Hitoshi Yoshida <fde1f16ff7d3172e2d2a873a48e9dccaaa611add@chromium.org>
> Cr-Commit-Position: refs/heads/master@{#793165}

TBR=fde1f16ff7d3172e2d2a873a48e9dccaaa611add@chromium.org,e3bb199ef8a61005bf84cdc86ad9ebf7e094973a@chromium.org,ef1728e9a9ee178abcf3af44b8924f4f0a6f4047@chromium.org,tkent@chromium.org

# Not skipping CQ checks because original CL landed > 1 day ago.

Bug: 839389
Change-Id: I797f9cde05ccd0132ff0fbe1a970634f8d152d28
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2335214
Reviewed-by: Yuki Shiino <e3bb199ef8a61005bf84cdc86ad9ebf7e094973a@chromium.org>
Reviewed-by: Kentaro Hara <ef1728e9a9ee178abcf3af44b8924f4f0a6f4047@chromium.org>
Reviewed-by: Hitoshi Yoshida <fde1f16ff7d3172e2d2a873a48e9dccaaa611add@chromium.org>
Commit-Queue: Yuki Shiino <e3bb199ef8a61005bf84cdc86ad9ebf7e094973a@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#794147}
",FALSE,iterator property,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
apereo/cas,2787168ac47b3b593caa8d00bdddd1ece4fd4146,"use stream instead of iterator to simplify logic a bit
",TRUE,change implies abstraction?,FALSE,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
zerothi/sisl,5b5c89f8d8c20f875b5079231ce37de609dba116,"bug: fixed map in python3 (return iterator)

Signed-off-by: Nick Papior <81a73bca3d342ffee33d7cf845fdbf77b6553831@gmail.com>
",FALSE,iterator component,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
zulip/zulip,45d3be54495415440980d74d507b7106aaaf05c5,"dict, lazy_set: Return an iterator from keys method.

Signed-off-by: Anders Kaseorg <dfdb7392591db597bc41cf266a9c3bc12a2706e5@zulipchat.com>
",FALSE,iterator component,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
qgis/QGIS,72342557c3ebfaee17921659726a2a8e18d347fb,"use constant for raster iterator default (followup baa5d90, f924578)
",FALSE,iterator component,,,18_jan_2021_iterator_3e922c0344679d08b44f908623cc7d956b0bf0d1
openstack/watcher,05055b7064b1526ab35a8c156a40ef85bef8aecc,"Merge ""Fix audit creation with named goal and strategy""",,,FALSE,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
hazelcast/hazelcast,9e6f848fd161dbafc371fe48959a8ea9d9ed9100,"unittest for eviction policy and strategy
",,,FALSE,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
wcmc-its/ReCiter,c2c2f7c1392c665ffbfe802f04e2f80afda70cd8,fix with strict strategy call,,,FALSE,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
locationtech/geomesa,78ad03b6f5f96b632d17c13e94687e3378cec825,"GEOMESA-1977 Support 'STRATEGY' for 'QUERY_INDEX' view params (#1653)

Signed-off-by: Emilio Lahr-Vivaz <f5dc3247cbfe1e9516025b4ccf681397733b2160@ccri.com>",,,FALSE,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
dangdangdotcom/elastic-job,80641c6930a274f4694c24f248364afb9344cd38,"refactor sharding strategy for lite core
",TRUE,sharding strategy,,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
bundler/bundler,242e5d55dd69185dde5797876eb318ed23728b7d,"Merge #7120

7120: Fix spec calling incorrect helper r=deivid-rodriguez a=deivid-rodriguez



Thanks so much for the contribution!
To make reviewing this PR a bit easier, please fill out answers to the following questions.

### What was the end-user problem that led to this PR?

The problem was the subprocess spawed by one spec was crashing, but that was not making the spec fail.

### What was your diagnosis of the problem?

My diagnosis was that since the spec was checking for a failure status of the subprocess, that was not specific enough to detect the particular bug in this spec (it was calling `clean_system`, removed from bundler 3, instead of `unbundled_system`).

### What is your fix for the problem, implemented in this PR?

My fix is to restore the previous strategy for these specs, namely, check for a more specific status than 0
or 1.

Co-authored-by: David Rodríguez <96558bf9378c437d3852fad4fa4b4bd63aeb6eda@riseup.net>
",FALSE,previous strategy,,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
neo4j/neo4j-java-driver,4357602b01d6104ac63db74d6de2f417deb30261,"Added least connected load balancing strategy

This replaces the existing round-robin. It gives us better performance
with clusters composed of different machine capacities.
Lease connected load balancing strategy selects start index in
round-robin fashion to avoid always selecting same machine when cluster
does not have any running transactions or
all machines have same number of active connections.
",FALSE,load balancing stategy,,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
droolsjbpm/jbpm,0b24df471e32b354e643358b6e45e32c6d5a9c69,"JBPM-4553 - Variable persistence strategy is invoked too many times
",TRUE,strategy is invoked,,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
ory-am/go-iam,7c4fd7d1c15a1c38720481be6a4f38fd5f4708e3,"oauth2: Forces UTC in consent strategy (#775)

This resolves an issue when different timezones are used between systems
by enforcing UTC everywhere.

Closes #679",,,FALSE,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
cucumber/cucumber-rails,7aa9527b95e254800dd6d8e0e5c3ff69cc18ad9e,"DatabaseCleaner::Base#strategy no longer raises an exception
",TRUE,database strategy,,,18_jan_2021_strategy_3e922c0344679d08b44f908623cc7d956b0bf0d1
chromium/chromium,09e26aa4e6da8e98147e0c00b30c2ac3b36139e6,"content: Assume that there is a ContentMainDelegate.

It looks like every client of this code is passing in a delegate,
so we can simplify it a little by removing the if checks.

Change-Id: Ie32edc629117d9c204482d518f13c7beb5bf1cf7
Reviewed-on: https://chromium-review.googlesource.com/1106801
Reviewed-by: John Abd-El-Malek <da3dd5c2657fecad769c041097dbd8ecd725687d@chromium.org>
Commit-Queue: Peter Collingbourne <0a9c5350547d97e930a976072b24aa4bbddb3981@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#568698}",TRUE,delegate use,,,18_jan_2021_delegat_3e922c0344679d08b44f908623cc7d956b0bf0d1
nwjs/chromium.src,c45944c33233a04614dca6eeed41f75e75a943be,"Generate Web Notification Ids in the //content layer

Today, Web Notifications get a random Id assigned to them by the delegate
used with the message_center::Notification object. This has a number of
implications:

  (1) We don't get super smooth ""update"" transitions for message center
      notifications upon replacing a notification.
  (2) We continue to rely on the delegates associated with Notification
      objects, which in themselves are incompatible with notifications
      that can outlive the process they were created by.
  (3) It's not possible for the //content layer, that has knowledge of the
      notifications that *should* be showing, to close them when certain
      events occur (for instance, the Service Worker unregistering). That
      leads to unresponsive notifications.

This patch makes the NotificationIdGenerator responsible for creating the
notification Ids, giving us a clear path towards solving these issues. In
addition, it further isolates the concept of persistent notification Ids,
reducing the number of Ids readers of this code have to keep in mind.

The NotificationDatabase's keying scheme has been changed to refer to the
generated Id as opposed to the ever-incrementing persistent notification
ID. This avoids needing separate association keys and removes a DELETE
operation prior to writing data for a potentially replaced notification.

TBR=mkwst (type change in /web/)
BUG=485985, 439950

Review-Url: https://codereview.chromium.org/2300093002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#418241}
",TRUE,assigned by the delegate,,,18_jan_2021_delegat_3e922c0344679d08b44f908623cc7d956b0bf0d1
