repo_name,commit,message,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective,Justification,Comment,Certain,Sampling
v1s1t0r1sh3r3/airgeddon,8d0422a63b80bb45731d2ab2f0f0008d0f5a713c,"Updated Italian translations
",,,,,,,,random_batch_18_nov_2020
deeponion/deeponion,af9e6a7fb62bad1ffa9e644cf9e8844cd4a4e078,"add https request for update checking
",,,,,,,,random_batch_18_nov_2020
RoboJackets/apiary,bce22227095b2c78ebd9964a1a96c9183959050b,"Laravel Base
",,,,,,,,random_batch_18_nov_2020
beetbox/beets,9c2b7a96536914871eecbc8ef92dd0420a70ed43,"Merge branch 'master' of git://github.com/sampsyo/beets
",,,,,,,,random_batch_18_nov_2020
drtuxwang/system-config,e5fac14ae4e98139725181c736b3f818c6d2f483,"Fix typo in ""mkcd.py"" on-line help
",,,,,,,,random_batch_18_nov_2020
semperfiwebdesign/all-in-one-seo-pack,e3e01b0b862a76e81e2012b6f269a5c5d96685b1,"Fixed XML Parsing Error #1355 (#1356)

Fixed an issue with WP Pre-4.7 Versions.",,,,,,,,random_batch_18_nov_2020
llvm-mirror/libcxx,a71a9526340325a63cfee83be43be30af25a802c,"Add NetBSD support.


git-svn-id: 756ef344af921d95d562d9e9f9389127a89a6314@182162 91177308-0d34-0410-b5e6-96231b3b80d8
",,,,,,,,random_batch_18_nov_2020
DCAFEngineering/dcaf_case_management,018d1efdc439840b6953bb6b2368cd9e4fbf7bff,"empty out form
",,,,,,,,random_batch_18_nov_2020
slimkit/thinksns-plus,cb28cf770bacd9fa6b16197858ffdcbcf67360d0,"chore(SPA): 举报话题

issue #467
",,,,,,,,random_batch_18_nov_2020
apollographql/apollo-client,043f791ea1133f27766da1e89998f157f2a51132,"chore: Publish

 - apollo-boost@0.1.10
 - apollo-cache-inmemory@1.2.5
 - apollo-cache@1.1.12
 - apollo-client@2.3.5
 - apollo-utilities@1.0.16
 - graphql-anywhere@4.1.14
",,,,,,,,random_batch_18_nov_2020
savonet/liquidsoap,cfe5b753aa82484438554929593209317b700cf3,"Fix list.remove implementation.
",,,,,,,,random_batch_18_nov_2020
WoltLab/WCF,7cbbc6ad9fa315527215e4aaba4d7e050e840179,"Accessing the DOM too early in some cases
",,,,,,,,random_batch_18_nov_2020
JetBrains/intellij-community,1a04014438ca2ce60b58689c9bed0aaac69c09a6,"Merge remote branch 'origin/master'
",,,,,,,,random_batch_18_nov_2020
yiisoft/yii2,4745b388fc025e9e66cb7e9fe98f6306e571aed6,"add file input-form-javascript.md

add file add input-form-javascript.md",,,,,,,,random_batch_18_nov_2020
virt-manager/virt-manager,5ed7c244d4af854403bc53dcae350852b20dc3c6,"Yet another spec file fix.
",,,,,,,,random_batch_18_nov_2020
GoogleContainerTools/kaniko,336bcd3a9a51fb29eb1c7c20165d21bbada41074,"Merge branch 'master' into set_image_platform
",,,,,,,,random_batch_18_nov_2020
getsentry/raven-js,7bfed077c80c3aed453bd3f9aef710fa919c3078,"Merge release/5.0.2 into master
",,,,,,,,random_batch_18_nov_2020
WoltLab/WCF,cc44afb6c1b804556090ba1b8d1881efe4f599ed,"Added debug log for extracted packages
",,,,,,,,random_batch_18_nov_2020
containers/storage,7d8ef90ccbbe5e945b8a13bfcbea7838c138f61b,"Merge pull request #1173 from dotcloud/1172-ghost_restart-fix

Make sure container is not marked as ghost when it starts",,,,,,,,random_batch_18_nov_2020
Taeung/tip,a37d98f6a98254c05315e0bbf45c4602942d14b1,"[IA64] fix syscall-optimization goof

Sadly, I goofed in this syscall-tuning patch:

ChangeSet 1.1966.1.40 2005/01/22 13:31:05 davidm@hpl.hp.com
  [IA64] Improve ia64_leave_syscall() for McKinley-type cores.

  Optimize ia64_leave_syscall() a bit better for McKinley-type cores.
  The patch looks big, but that's mostly due to renaming r16/r17 to r2/r3.
  Good for a 13 cycle improvement.

The problem is that the size of the physical stacked registers was
loaded into the wrong register (r3 instead of r17).  Since r17 by
coincidence always had the value 1, this had the effect of turning
rse_clear_invalid into a no-op.  That poses the risk of leaking kernel
state back to user-land and is hence not acceptable.

The fix below is simple, but unfortunately it costs us about 28 cycles
in syscall overhead. ;-(

Unfortunately, there isn't much we can do about that since those
registers have to be cleared one way or another.

	--david

Signed-off-by: Tony Luck <e7984595ec0368ff920a7b3521dc7093683f6f26@intel.com>
",,,,,,,,random_batch_18_nov_2020
kopia/kopia,795b4f14e6518b72a9791149d5471cd8f8c7e76d,"travis: disable windows signing by setting CSC_LINK and CSC_KEY_PASSWORD to empty
",,,,,,,,random_batch_18_nov_2020
wordpress-mobile/WordPress-iOS,dcdba23bf7a416b8c4a5a190e442cc6b2e856293,"Add generated WordPress 92.xcdatamodel

This is generated by Xcode and not modified yet.
",,,,,,,,random_batch_18_nov_2020
InsaLan/insalan.fr,e79abde17c11e41df7d8363ca52b9363c67e778d,"normalize stream html
",,,,,,,,random_batch_18_nov_2020
FreeCodeCamp/FreeCodeCamp,d52525f1f4a26b9cf7b69eef2c127d88a31a6588,"Non-tested slot machine challenges. Leaving out one challenge as it will require slot machine images to be created and hosted in a static location
",,,,,,,,random_batch_18_nov_2020
bitwarden/web,d99fcd8e5945a6c13392f1e19519e56658d024e6,"fix promise on register
",,,,,,,,random_batch_18_nov_2020
CZagrobelny/new_sanctuary_asylum,279342752fdc2546b1f129bb458856128bce538e,"add page /admin/judges to view list of judges
",,,,,,,,random_batch_18_nov_2020
rancher/ui,3afdf47847173f91fd247b7c63f4e20c08aca6c1,"Merge pull request #2779 from loganhz/gke

Gke",,,,,,,,random_batch_18_nov_2020
tsdgeos/poppler_mirror,cd53c552e75d47a1c1d60953989192271a452c0b,"Remove ENABLE_PLUGINS

We're never defining it, so just stop carrying it
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,79960227d93b81496365c35f5df162216f94d8e4,"Makefile: fix mixed tab and spaces

Fixes a comestic issue where spaces were being used
instead of mixed tab and spaces.

Signed-off-by: Pedro Tammela <9db2e0cccf8cc1405da9293fed3a1daa3f2b039b@gmail.com>
Reviewed-by: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
Signed-off-by: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
Link: https://patchwork.freedesktop.org/patch/msgid/20181205110608.5513-1-9db2e0cccf8cc1405da9293fed3a1daa3f2b039b@gmail.com
",,,,,,,,random_batch_18_nov_2020
AliceLR/megazeux,57e0a1a124963eda8ddab9700d1994a5a62f0d7a,"Remove unused functions in robot.c
",,,,,,,,random_batch_18_nov_2020
WeblateOrg/weblate,cedbd2763b05debf69a04ef2e13ca8826e8b5823,"CI: Install locales

Otherwise sorting fails and Mercurial has troubles handling
unicode input.

Signed-off-by: Michal Čihař <a2df1e659c9fd2578de0a26565357cb273292eeb@cihar.com>
",,,,,,,,random_batch_18_nov_2020
movim/movim,b3f84120630ea898886fa580bb66b2c7f04b9c97,"Update the CHANGELOG
",,,,,,,,random_batch_18_nov_2020
nest/nest-simulator,7dc77421376d9fc2b2b6be3531f2b8522cf794be,"Work on README
",,,,,,,,random_batch_18_nov_2020
palantir/gradle-baseline,148c5b2132b646c7571b89c10174374f02936a05,"Excavator: Upgrade dependencies (#597)

###### _excavator_ is a bot for automating changes across repositories.

Changes produced by the versions-props/upgrade-all check.

{runtimeCheckDesc}
To enable or disable this check, please contact the maintainers of Excavator.
",,,,,,,,random_batch_18_nov_2020
OpenLiberty/open-liberty,36759d68cfb0a7e562847ef854602772b04f0022,"Merge pull request #7157 from uberskigeek/7104-updateJavaMailJars

Issue 7104 update Javamail-1.6 jars to 1.6.2",,,,,,,,random_batch_18_nov_2020
GStreamer/cerbero,a6aaf45348ca1e8a52d261fff6053e0bc5f4902e,"cerbero: Fix FatalError message printing

This was inadvertently broken in a0a134fdf
",,,,,,,,random_batch_18_nov_2020
duplicati/duplicati,88c280ecdc7bfe350463ad8b651867bd87242e8e,"Allowed custom SSL setup with the --allowed-ssl-versions advanced option.
This should fix #1529.
This should fix #1350
This should fix #1320
",,,,,,,,random_batch_18_nov_2020
digitalocean/doctl,53c599915f12a98e3f480f90a22f6ac847aa7669,"Merge pull request #27 from bryanl/add-account-status

Add status to account list",,,,,,,,random_batch_18_nov_2020
Sebazzz/financial-app,afe133fd560fd95f64fb5b6a8eee76c6e262ad97,"Rename IPageRegistration.name to id to better convey the meaning
",,,,,,,,random_batch_18_nov_2020
spring-cloud/spring-cloud-gcp,d9b96d663c11bbda346b349b9bb06a5b1cfb1326,"Modify kotlin sample to send object as pubsub message not just string. (#1354)

This updates the Kotlin sample to use serialized object Pub/Sub payloads. Fixes #1305.",,,,,,,,random_batch_18_nov_2020
RapidRiverSoftware/rapidriversoftware.github.io,15c9e5beeeedb259fe9310389cdcb96da179bbf3,"Merge pull request #76 from RapidRiverSoftware/Haritha-profile

Add Haritha's profile",,,,,,,,random_batch_18_nov_2020
JabRef/jabref,3eeb86ce4e6fbe457d589c080531af230290abff,"Improve SpringerLink fetcher
",,,,,,,,random_batch_18_nov_2020
didclab/onedatashare,2cc5b585455c92ac08cd64e504d31872b4888df7,"Fixed uploads
",,,,,,,,random_batch_18_nov_2020
mosra/m.css,73796295ad667e0af5681c65774f3afbe323aa90,"m.htmlsanity: improve detection for applying typography improvements.

Previously smart quotes were applied to arbitrary fields and even field
names. Ugh. And author was hyphenated + smart quoted but a category/tag
not.

Also, have fun spotting the differences in the test files :P
",,,,,,,,random_batch_18_nov_2020
tensorflow/docs,be9d1ddac00a8848f917181d865d2d7363a5f4e8,"add REVIEWER 'cre8tor'
",,,,,,,,random_batch_18_nov_2020
ngageoint/hootenanny-ui,29c2a8548892c1611af55c913d807ef08fad2b9a,"Add takeaway and delivery fields

Fixes #2483",,,,,,,,random_batch_18_nov_2020
AliasIO/Wappalyzer,80ff414e8fa6dab5a8347b64261cbda2a91a83fd,"Add platform icon E-Commerce Paraguay

add icon platform SaaS E-Commerce Paraguay",,,,,,,,random_batch_18_nov_2020
probot/probot,467eb67f189e8a3e683ace33b0cf20773bc4e9eb,"Update semver to the latest version 🚀 (#1083)

* fix(package): update semver to version 7.0.0
* chore(package): update lockfile package-lock.json
",,,,,,,,random_batch_18_nov_2020
Sphereserver/Source,cebe102e07c50337d631d5c4b6600afeb15951db,"Fixed Str_Check[Name] problems.
",,,,,,,,random_batch_18_nov_2020
AshamaneProject/AshamaneCore,60de26b6e2bc3e40480126f8c6c1e4eaaf5a132c,"Core/Escort: few modifications to add the IMMUNE_TO_NPC flag after npc does a full reset.
",,,,,,,,random_batch_18_nov_2020
zephyrproject-rtos/zephyr,7a33682a03f1345ce4a82d51690de27183ca1891,"doc/board: Add documentation file for olimexino_stm32

Adds documentation file of oliemxino_stm32 to the
supported boards.

Change-Id: Ide6c7767be56d33e8c040a03df13337919a09750
Origin: Original
Signed-off-by: Yannis Damigos <bda985a2727ac24c41652a294292988d6fc7dc73@gmail.com>
",,,,,,,,random_batch_18_nov_2020
xfce-mirror/ristretto,de4a861c28d63ce088dd99cb037153f2096f9fec,"Update .po files
",,,,,,,,random_batch_18_nov_2020
iterate-ch/cyberduck,0945dc6fbd4a47243637c12a6a23dbb09807596f,"Add test.


Former-commit-id: 333c5d1e289f783b34fa9e08aeda26a71dfca30e",,,,,,,,random_batch_18_nov_2020
TracksApp/tracks,cb414f397b399418a6ee93ffba046d04094eb519,"doc: Mention Docker skip option

Ref: #2170
",,,,,,,,random_batch_18_nov_2020
binary-com/binary-static,27e7f58145adb7a74956109f6e9822b90b4d06a1,New translations messages.pot (Russian),,,,,,,,random_batch_18_nov_2020
mozilla/kuma,2376ba9c233e66cd3ca627adf814326c30ab7136,"[Bug 1294904] Language drop down menus should be sorted
",,,,,,,,random_batch_18_nov_2020
phax/ph-commons,eafce5fe0f71fac2da2d21b6e40884c5035095ca,Added ICloseable,,,,,,,,random_batch_18_nov_2020
sagemathinc/cocalc,f3bb7ab2f9f5ba4c6046009173c318b8928c211f,"site licenses: mainly information about how many projects are running with a given license
",,,,,,,,random_batch_18_nov_2020
RoboJackets/robocup-software,008c8ff376332e3611af407df09514f45794c48a,"Merge branch 'master' of /media/ROBOJACKETS/software
",,,,,,,,random_batch_18_nov_2020
pocl/pocl,aa7597ca908c85e595615b75ca43de342f073b92,"[CUDA] Create init device info function, set device type to GPU
",,,,,,,,random_batch_18_nov_2020
JetBrains/intellij-community,9ff0294dbf430d35803fa8cabdde5dc021d6a46b,"IDEA-198336 Color keys: action button border
",,,,,,,,random_batch_18_nov_2020
pragma-/pbot,93a482490dd78b3d7e857262a9dd8adc26c9107e,"Ensure `version` factoid is always created after load()
",,,,,,,,random_batch_18_nov_2020
deepstreamIO/deepstream.io,65646f6f4daf68ea5cb24c3e13e256898f058867,"fix: remaining e2e tests
",,,,,,,,random_batch_18_nov_2020
FarmBot/farmbot_os,d762c9fd27dccb6f08aaf7e554baa48e905a9b67,"add logs, and disable Elixir.Logger backend from prod
",,,,,,,,random_batch_18_nov_2020
wildfly/wildfly,980d5aee6307c770dd925faef1365aa5eb59cca2,"AS7-933 add/remove xa data source
",,,,,,,,random_batch_18_nov_2020
PMEAL/OpenPNM,92244e6a3c645408c802868f6a5c57fa2e96fc05,"Playing with appending solute name or not
",,,,,,,,random_batch_18_nov_2020
zaproxy/zaproxy,9e384ba69751db3de30af8d6bf88d81b3d95173c,"Issue 1465 - Translated files are not copied to correct directory if ZAP is not run from default installation dir

Changed the method LangImporter.importLanguagePack(String) to take into account the actual location of installation directory when copying the files.
",,,,,,,,random_batch_18_nov_2020
kobotoolbox/kpi,93887c42fbeade5ded32db4caa54266ea4c5f886,"breadcrumb navigation displayed above collection list
",,,,,,,,random_batch_18_nov_2020
prebid/Prebid.js,a4d5160535096231e5adfbbff7ef3948b698db0e,"Bugfix/target filtering api fix (#1220)

* fix bug and unit tests

* Fix space

* PR review fix

* Address review comments. Fix 1 more bug :)

* Add back alias

* Make sure we reset targeting properly based on input type.

* update per review

* defensive coding
",,,,,,,,random_batch_18_nov_2020
wordpress-mobile/WordPress-iOS,5cf0f7a4fd3105cdf5fcd0a54e6c6a1f4d1563a7,"Adding a note in the empty `else`.
",,,,,,,,random_batch_18_nov_2020
AshamaneProject/AshamaneCore,4b81966fec2f05d3a982b420384a954b259eece1,"Core/Log Add SQLUpdateLog Appender to output SQL modification done ingame (with .npc set for example)
",,,,,,,,random_batch_18_nov_2020
scoophealth/oscar,c6b5dd8ae9a52b5a3c979c2d60818a920eb6788d,"*** empty log message ***
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,60b212f8ddcdbbfa8595f40300756b9ea8dd387e,"drm/radeon: overhaul texture checking. (v3)

the texture checking code didn't work for block formats like s3tc,
this overhauls it to work for all types.

v2: add texture array support.
v3: add subsampled formats

Signed-off-by: Dave Airlie <f2295d84e358395675bc8031be58672073ae065e@redhat.com>
",,,,,,,,random_batch_18_nov_2020
savaslabs/savaslabs.github.io,e0f0aaa29f12c13f3a562d18f530f2c89e240184,"Merge pull request #358 from savaslabs/feature/add-drift-chat

Add Drift paste-in JS",,,,,,,,random_batch_18_nov_2020
RIOT-OS/RIOT,2d04cdfb89e05151ec955d16b949dad7ac89c468,"    cpu/native: do normal assignment instead of memcpy
",,,,,,,,random_batch_18_nov_2020
plumed/plumed2,dab8fa232f8584cec785c75cd87ebdd6da1f55c8,"Merge branch 'v2.3' into v2.4

[makedoc]
",,,,,,,,random_batch_18_nov_2020
splicemachine/spliceengine,443392dbc7f77e0dfd600a6522957cdef4f334c5,"DB-4078: fix join cost
",,,,,,,,random_batch_18_nov_2020
Koha-Community/Koha,c97e04e8e79261a5dc2ac78f92a5b331ad6a8b30,"Bug 16889: Remove C4::Members::columns and use Koha::Patrons->columns instead

Test plan:
Import some patrons (tools/import_borrowers.pl) and make sure it imports
the patrons correctly.

Signed-off-by: Mark Tompsett <mtompset@hotmail.com>

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",,,,,,,,random_batch_18_nov_2020
airslie/renalware-core,0aa11ce4f7ca937a04299a07ed38bff33653838b,"Fix failing reviewing_clinical_summary feature

This cucumber feature is failing due to a change in
the Prescription.default_sort_order from desc to asc.
Add a change to ensure prescriptions in cucumber hash tables
are created with an appropriately incrementing `prescribed_on`
date so that when the results are verified, they will be in the
order specified in the Given prescriptions hash table.

Also modifiy circle.yml to specify a progress formatter
so we see cucumber output for non-web tests. We also have
to add in the rspec tests, becuase now we are overriding
circleci's deduced tests, we need to be explicit about what
we want it to test.
",,,,,,,,random_batch_18_nov_2020
htcondor/htcondor,41233564fb02b6b961dae0f67c3e86cec5f0792e,"Got rid of some warning messages.
",,,,,,,,random_batch_18_nov_2020
algorithmiaio/dev-center,f089fafff2465556a483fe05377c01d6c6f9e406,"Fix small typo
",,,,,,,,random_batch_18_nov_2020
privacytoolsIO/privacytools.io,b0eecd40f9980ffcebffbe5b2ecf8e7238d35b79,"Fix image paths in example images (#572)

Fixed image paths for example provider logos and tool logos.",,,,,,,,random_batch_18_nov_2020
lammps/lammps,df46b9aa38fcca91ae653a62f20eb13b77c08957,"rename compute pressure/grem to compute PRESSURE/GREM
",,,,,,,,random_batch_18_nov_2020
checkout/checkout-magento2-plugin,c011d0f3f196476da0b396e2bba3958e5c1e8e4a,"Merge pull request #257 from checkout/2.2.3-candidate

2.2.3 candidate",,,,,,,,random_batch_18_nov_2020
md-5/jdk10,fcf2c40857afd7d95a1f41491a54e965f982db6e,"8140587: Atomic*FieldUpdaters should use Class.isInstance instead of direct class check
Reviewed-by: martin, psandoz, chegar, shade, plevart
",,,,,,,,random_batch_18_nov_2020
google/llvm-propeller,51aa1f86fbd7580309ffa4f3d9579e7c6f1f470c,"[X86][AVX] Added full set of 256-bit vector shift tests.

llvm-svn: 240542
",,,,,,,,random_batch_18_nov_2020
xenodium/dotsies,580688fc68d1bcbf419a6c35e1d71a86d4cddff2,"golang configs.
",,,,,,,,random_batch_18_nov_2020
adsabs/bumblebee,ad8c01f904ef57607713737091f28ac1e097ae29,"jquery ui css path was wrong
",,,,,,,,random_batch_18_nov_2020
home-assistant/home-assistant,ff8f22854c96e7f807161ebbf373cd88eaefbc68,"Add test
",,,,,,,,random_batch_18_nov_2020
llvm-mirror/llvm,44e43a64a6e189325bcc9b2b60ae4d6b56bd6983,"[GlobalISel] Fix AArch64 ICMP instruction selection

Differential Revision: https://reviews.llvm.org/D28175



git-svn-id: 0ff597fd157e6f4fc38580e8d64ab130330d2411@291097 91177308-0d34-0410-b5e6-96231b3b80d8
",,,,,,,,random_batch_18_nov_2020
McLeodMoores/starling,1274bf2b3955ecfb0be47eb5ec8f981d906d55a0,"Merge branch 'master' of github.com:/OpenGamma/OG-Platform
",,,,,,,,random_batch_18_nov_2020
GNOME/nautilus,945f5bfaf3abbeaf963675ffd5d476cbefde8d74,"Updated Polish translation
",,,,,,,,random_batch_18_nov_2020
apache/infrastructure-puppet,364b88ea63333138ef31110ee348f28452fcd98e,"Initial add of pflogsumm
",,,,,,,,random_batch_18_nov_2020
polyaxon/polyaxon,4852e2e384fa68166c64d852fde2e6215676d070,"Use serve instead of runserver
",,,,,,,,random_batch_18_nov_2020
cBioPortal/cbioportal-frontend,0ec1e25e62ebf80e2ce7b1ca8035d83f37444d1e,"Merge pull request #1121 from inodb/revert-use-genome-nexus

Revert ""using Genome Nexus hotspot data for oncoprint instead of OncoKB""",,,,,,,,random_batch_18_nov_2020
librenms/librenms,aac9b73c9136d1027595b5f630b6f4d4071ff331,"fix: update debug output in service check (#4933)

",,,,,,,,random_batch_18_nov_2020
juju/juju,804d239021cec22fe3eebc9ae8e80501ed0e4641,"Merge pull request #6522 from wallyworld/min-controller-mem

Ensure controllers have at least 3.5GB of memory

Fixes: https://bugs.launchpad.net/bugs/1638165

When bootstrapping, if the user has not specified an instance type or mem constraint (or other conflicting constraint), then controllers will be provisioned with a minimum memory of 3.5G. The exact memory allocation is provider dependent. We ask for a minimum of 3.5G. That's what Azure has; EC2 will provide a machine with 3.75G etc.

QA:
bootstrap on Azure. Ensure controller machine had 3.5G.
bootstrap on AWS. Ensure controller machine had 3.75G.
Deploy a charm and check that the machine only has the standard 1G minimum.",,,,,,,,random_batch_18_nov_2020
ONLYOFFICE/sdkjs,94aa97fb78bd0d92d9693923b0f6f0b021dcefec,"[se]Fix bug 42422
",,,,,,,,random_batch_18_nov_2020
blueriver/MuraCMS,89bf07367ba538c6fe985f45f35cec184e4dacba,"1. Fixing issue with emulateUpload on windows.

git-svn-id: 21b548a4099155460be7c5687e01bdcfc7f289cc@4087 50f7a5e4-a141-4b55-9860-49daa24b3293
",,,,,,,,random_batch_18_nov_2020
openstack/manila,b18bae3b99ec66e06023d9103a7b0adb6373c305,"Merge ""Don't quote {posargs} in tox.ini""",,,,,,,,random_batch_18_nov_2020
google/keytransparency,b7edc8fb4eab33a7cc2441ea7212023ed4c55925,"Fix deployment script. Use gcr.io consistently (#1347)

* us.gcr -> gcr

* Remove pushes for trillian images
",,,,,,,,random_batch_18_nov_2020
chainer/chainer,4b745fd2ff346c41a0ac953c4ca37969fca89420,"fix
",,,,,,,,random_batch_18_nov_2020
tocco/tocco-client,642cdd4a7feca83573a354f46ac1f66017af801c,"Merge pull request #235 from tocco/pr/entity-browser-use-entity-list

Pr/entity browser use entity list",,,,,,,,random_batch_18_nov_2020
sirixdb/sirix,382071df30b3a1315e4c2dd6bf1cfa0680e97747,"Added integration test.
",,,,,,,,random_batch_18_nov_2020
bredelings/BAli-Phy,523043d3bba4e496c1afa4fd553af0dcb7bf0726,"To ensure evaluation of parameter( ) objects, don't consider them WHNF.
",,,,,,,,random_batch_18_nov_2020
google/closure-compiler,2e30d9454cd3612620bdf85c326737b76031f887,"
There's no reason to use a regexp here

R=johnlenz
DELTA=1  (0 added, 0 deleted, 1 changed)


Revision created by MOE tool push_codebase.
MOE_MIGRATION=5532


git-svn-id: 708380be11bb4c96db8d1bd19ea12a301575c487@2207 b0f006be-c8cd-11de-a2e8-8d36a3108c74
",,,,,,,,random_batch_18_nov_2020
gem/oq-engine,db4bdf9f3e241cc4caef12b6f0e3c01d83d8a9dd,"__init__, source/__init__: import needed stuff to package's namespace
",,,,,,,,random_batch_18_nov_2020
jekyll/jekyll,3966a37d71c506266822586be911b0828c5753b5,"swallow bundle output in CI
",,,,,,,,random_batch_18_nov_2020
bpmn-io/diagram-js,8e25cc9f4d3fc7af2f57ede8f6cb94f5dcd1d162,"chore(connect): simplify conditional event registration
",,,,,,,,random_batch_18_nov_2020
wikimedia/wikipedia-ios,3ab55ec5cbb2213bc7ecca8706bc1c2ba6d5bc97,Merge branch 'develop' into bug/215703,,,,,,,,random_batch_18_nov_2020
sakaki-/rpi3-overlay,9b747e327e240557a9eef89bc6bc881ef0d3d28f,"Add rpi3-init-scripts-1.1.1.ebuild

Better error checking on partition resize, fix error enabling
xdm, less verbose output.
",,,,,,,,random_batch_18_nov_2020
tensorflow/lingvo,4626dd982a5a611e9d0c648d57388761650014cf,"Moves layer_norm from _Mix() to _Gates() in LayerNormalizedLSTMCellSimple. And add LayerNormalizedLSTMCellLean.use_ln_bias for feature parity with LayerNormalizedLSTMCellSimple

PiperOrigin-RevId: 299426227
",,,,,,,,random_batch_18_nov_2020
nats-io/nats-streaming-server,d265c9863993e9f4381c30f9e021121fbd99d746,"Merge pull request #601 from nats-io/fix_sub_has_failed_hb

[FIXED] Skipped redelivery not resolved after client restart",,,,,,,,random_batch_18_nov_2020
llvm-mirror/clang,593c41fb0bc6dd556401440c63754e28b93d803b,"Turn if chain into switch.

git-svn-id: ffe668792ed300d6c2daa1f6eba2e0aa28d7ec6c@86071 91177308-0d34-0410-b5e6-96231b3b80d8
",,,,,,,,random_batch_18_nov_2020
scop/bash-completion,0b7189d4eee4597e11cab02e6b4dcae488db5ca8,"tar: Fix GNU tar help output parsing regex, fixes #15
",,,,,,,,random_batch_18_nov_2020
universal-ctags/ctags,35c54da949082cfbe1506e4d1e24765e2db36e28,"jscript: Improve debug tracing a little
",,,,,,,,random_batch_18_nov_2020
coderaiser/cloudcmd,aac3992eb3f72e4111ed5c4eae54c3f492627919,cleaned up,,,,,,,,random_batch_18_nov_2020
lpfann/fri,21d6f9d875c8c33bb207225e0d3e8a975ce3f63e,Included screenshot in readme,,,,,,,,random_batch_18_nov_2020
smrealms/smr,2a012dbfc7fcfdd66c21f4b99628928960a9d91c,".
",,,,,,,,random_batch_18_nov_2020
WNPRC-EHR-Services/wnprc-modules,1ad7cd2132e1cd6bbf25d4de6d1c867539e897ca,"get the store by name rather than traversing the ext components hierarchy
",,,,,,,,random_batch_18_nov_2020
dan-cristian/haiot,e32c471dcef40d2121f2a1cf9c627123d5e64bb0,"add multiple usb
",,,,,,,,random_batch_18_nov_2020
FreezingMoon/AncientBeast,cc729468cc99065b82a636325327ca5578c81cd1,"warning text shadow
",,,,,,,,random_batch_18_nov_2020
CenterForOpenScience/osf.io,73dbc3476c5cbaee6a0d2fa3f0b939259ee8c4cc,"Add django setup to flask app init so reverse() works. Make import follow pattern.
",,,,,,,,random_batch_18_nov_2020
lxc/lxc,33b8e598f11127b986348865626db4ea462ad1d6,"Merge pull request #3396 from brauner/2020-05-03/fixes

cgroup: fixes",,,,,,,,random_batch_18_nov_2020
kmatheussen/radium,a8f4f992e7770c440ee40f0b60aacd833482b4ab,"Stop navigating the menues if pressing left alt when the menues are active. Don""t hide them.
",,,,,,,,random_batch_18_nov_2020
gnustep/base,a427755065c9f375d68d2416d7ed3013bb430340,"(encodeWithCoder:, initWithCoder:): Include call to super since
NSObject now implements these methods.


git-svn-id: 44db261f917212c93f4ad79cd10271304a04d572@402 72102866-910b-0410-8b05-ffd578937521
",,,,,,,,random_batch_18_nov_2020
DiUS/pact-jvm,37c3ee4e3c020e81420302839709b42f03793e0b,"- Add code samples, with syntax highlighting.
",,,,,,,,random_batch_18_nov_2020
LLNL/spack,33b112a60d88df0c53c125ae4de8202c72e298c6,"Expose option to save all dependencies when writing spec.yaml (#9965)

",,,,,,,,random_batch_18_nov_2020
SalesforceFoundation/Cumulus,26764c596e46b310034573b7f415c984cda183ff,"Merge 4ebda7d2cdd6003481a956dc1f8c842afe85cc92 into feature/AutomatedSoftCredits
",,,,,,,,random_batch_18_nov_2020
evercam/evercam-dashboard,b8a93949fa0f65d03501978f972bc2f180e7c944,"Added recording graph in local recordings tab and fixed javascript issues
",,,,,,,,random_batch_18_nov_2020
jollaman999/openwrt,9157b26a342064f736a8cd2cd38d94fd5a30f63a,"add vnstat

SVN-Revision: 2786
",,,,,,,,random_batch_18_nov_2020
EMResearch/EvoMaster,b0bf3d59a59d18b2ae01247c4ed91c8a250af5e7,"Minor changes.
",,,,,,,,random_batch_18_nov_2020
lbryio/lbry-electron,cbcdfb187a99f7b8d2f4700654054069cddcbb76,"fetch rewards after successfully claiming reward
",,,,,,,,random_batch_18_nov_2020
centreon/centreon,18cf850b901845da205a79f86f47350798407447,"information => informations
",,,,,,,,random_batch_18_nov_2020
uclapi/uclapi,d8cdd868c82c0dbb3a86a86429f37be5faa87291,"Actually import the model router
",,,,,,,,random_batch_18_nov_2020
crispab/codekvast,1f9cbc12ecfaf8386b821241fe2dfeb7aea6f73a,"Implemented JsonReportFormatter
",,,,,,,,random_batch_18_nov_2020
