repo_name,commit,subject,message,Is_Corrective,justification,comment,certain
rs2/pandas,845c50c9e2ce611c773422ae9db7097fc3e5fba5,BUG: implement astype from string dtype to nullable int dtype (#33062),"BUG: implement astype from string dtype to nullable int dtype (#33062)

",1,,,
rs2/pandas,1a5b11d4ad8292a2c8393240e05822fcbf476ab5,"BUG: Fix DataFrame.apply(..., raw=True) not calling with raw array (#32425)","BUG: Fix DataFrame.apply(..., raw=True) not calling with raw array (#32425)

",1,,,
rs2/pandas,62ab439b168d972546e06d329916c6be7ddd1288,"BUG: rfloordiv with fill_value, closes#27464 (#28024)","BUG: rfloordiv with fill_value, closes#27464 (#28024)

* BUG: rfloordiv with fill_value, #27464, #26793",1,,,
rs2/pandas,d84f9eb32aea33a8f790e8e365cf226eddd5c7a7,BUG: Series.xs boxing datetime64 incorrectly (#31630),"BUG: Series.xs boxing datetime64 incorrectly (#31630)

",1,,,
rs2/pandas,6b4ee6e56a712e683a0b80e7da77a260b4f05c90,BUG: Series __setitem__ gives wrong result with bool indexer (#30580),"BUG: Series __setitem__ gives wrong result with bool indexer (#30580)

",1,,,
rs2/pandas,47922d3b00edfc264f73b1484589734bbd077c11,BUG: Integer Overflow in read_json with big number in string (#30329),"BUG: Integer Overflow in read_json with big number in string (#30329)

",1,,,
rs2/pandas,a5daff22e6e37af4946c614f85b110905e063be3,BUG: Handle IntegerArray in pd.cut (#31290),"BUG: Handle IntegerArray in pd.cut (#31290)

",1,,,
rs2/pandas,8267427bfe567eec9a098aa8c071dddcc1d289f9,BUG: Fix SeriesGroupBy.quantile for nullable integers (#33138),"BUG: Fix SeriesGroupBy.quantile for nullable integers (#33138)

",1,,,
rs2/pandas,33f67d98aa74bdfdc4237930229b3dbe06d4fca7,BUG: iloc.__setitem__ with duplicate columns (#32477),"BUG: iloc.__setitem__ with duplicate columns (#32477)

",1,,,
rs2/pandas,5a0f7e9e03976020ba52a7473f90cb1c8a4354c0,"Bug fix GH 29624: calling str.isalpha on empty series returns object dtype, not bool (#29680)","Bug fix GH 29624: calling str.isalpha on empty series returns object dtype, not bool (#29680)

",1,,,
rs2/pandas,8e9b3eee812b70197341c26c40200d8a1a77ed9c,Bug groupby quantile listlike q and int columns (#30485),"Bug groupby quantile listlike q and int columns (#30485)

",1,,,
rs2/pandas,e83a6bddac8c89b144dfe0783594dd332c5b3030,BUG: Fixed upcast dtype for datetime64 in merge (#31211),"BUG: Fixed upcast dtype for datetime64 in merge (#31211)

",1,,,
rs2/pandas,a142ad7bb25a614c8a4031955d25e016de659b3f,BUG: DataFrame.diff(axis=1) with mixed (or EA) dtypes (#32995),"BUG: DataFrame.diff(axis=1) with mixed (or EA) dtypes (#32995)

",1,,,
rs2/pandas,fb62fcf91c874e9c24fa83693c4e6e613f35f864,BUG: _can_use_numexpr fails when passed large Series (#27773),"BUG: _can_use_numexpr fails when passed large Series (#27773)

* BUG: _can_use_numexpr did not handle Series case correctly

",1,,,
rs2/pandas,f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,"BUG/Compat: dt64/td64 cummin, cummax on np 1.18 (#30460)","BUG/Compat: dt64/td64 cummin, cummax on np 1.18 (#30460)

",1,,,
rs2/pandas,f47516d50b670439929894cf6afbacdfa85855cf,BUG: Series.__getitem__ with downstream scalars (#32684),"BUG: Series.__getitem__ with downstream scalars (#32684)

",1,,,
rs2/pandas,19578e364fb47ce10dd14174cffc3ecfea1a58cd,BUG: TypeError in groupby pct_change when fill_method is None (#30532),"BUG: TypeError in groupby pct_change when fill_method is None (#30532)

* TST: added test for bug in groupby pct_change (GH30463)",1,,,
rs2/pandas,4603c6377099d98436d0b647a06cdb57bf95a01f,BUG: retain tz in to_records (#32535),"BUG: retain tz in to_records (#32535)

* BUG: retain tz in to_records

* whatsnew

* woops

* comment",1,,,
rs2/pandas,f98d2b6587b74c9a640b062d94911b199d962119,BUG: .count() raises if use_inf_as_na is enabled (#29888),"BUG: .count() raises if use_inf_as_na is enabled (#29888)

",1,,,
rs2/pandas,30059081e946a2020d08d49bf4fa7b771d10089a,BUG: resolved problem with DataFrame.equals() (#28839) (#29657),"BUG: resolved problem with DataFrame.equals() (#28839) (#29657)

",1,,,
rs2/pandas,020dcce17e3bd0983fca5b02556bd431140ab371,BUG: using loc[int] with object index (#31905),"BUG: using loc[int] with object index (#31905)

* BUG: using loc[int] with object index

* whatsnew
",1,,,
rs2/pandas,65815e6f33e25991e3d40a53c581ffb3c7daf70f,BUG: Fix numpy boolean subtraction error in Series.diff (#28251),"BUG: Fix numpy boolean subtraction error in Series.diff (#28251)

",1,,,
rs2/pandas,4375daffeed16531bae3fdaf85324b590d1dcb59,Bugfix/groupby datetime issue (#28569),"Bugfix/groupby datetime issue (#28569)

",1,,,
rs2/pandas,be7bfe6ab7ae2cba056f61dea6c3b0226bf80082,BUG: arithmetic with reindex pow (#32734),"BUG: arithmetic with reindex pow (#32734)

",1,,,
rs2/pandas,b1c871ce4b5e76b3cffe1ebd4216d36379872352,BUG: Series.rename raises error on values accepted by Series construc… (#27814),"BUG: Series.rename raises error on values accepted by Series construc… (#27814)

* BUG: Series.rename raises error on values accepted by Series constructor.",1,,,
rs2/pandas,351760c0655b6c383e449cf857b9a718e3545229,BUG: Series/Frame invert dtypes (#31183),"BUG: Series/Frame invert dtypes (#31183)

",1,,,
rs2/pandas,1996b17599731b889895b0e1edf758588c068fbb,BUG: Block.iget not wrapping timedelta64/datetime64 (#31666),"BUG: Block.iget not wrapping timedelta64/datetime64 (#31666)

",1,,,
rs2/pandas,51f114b9882a5cf819efddb8be74524814f437e1,"BUG: isna_old with td64, dt64tz, period (#33158)","BUG: isna_old with td64, dt64tz, period (#33158)

",1,,,
rs2/pandas,9db7f3eff3ec01f32806967fe372d60cfe75184b,BUG: DataFrame.to_html validates formatters has the correct length (#28632),"BUG: DataFrame.to_html validates formatters has the correct length (#28632)

",1,,,
rs2/pandas,daef69c1366e31c3c49aea6f2e55f577d0c832fd,BUG: na_logical_op 2D cases (#31263),"BUG: na_logical_op 2D cases (#31263)

",1,,,
rs2/pandas,00e8e4ab0c5e4c7bfb3e356e660d9f088d4a82a4,BUG: disallow invalid dtype to CategoricalDtype._from_values_or_dtype (#32169),"BUG: disallow invalid dtype to CategoricalDtype._from_values_or_dtype (#32169)

",1,,,
rs2/pandas,70ca24680d3e51fa4b957366e8093b3cc755462d,BUG: Fix Categorical.min / max bug (#33513),"BUG: Fix Categorical.min / max bug (#33513)

",1,,,
rs2/pandas,f669f94a186ea444cc771985a915e90eecf218a9,BUG: Fix windowing over read-only arrays (#27767),"BUG: Fix windowing over read-only arrays (#27767)

",1,,,
rs2/pandas,d5e4bc502afd62ae6eb3e739e07f0d077dc82cfa,"BUG: corner cases in DTI.get_value, Float64Index.get_value (#31163)","BUG: corner cases in DTI.get_value, Float64Index.get_value (#31163)

",1,,,
rs2/pandas,feaa5033b7810f7775fd4806c27b2f9f1e9b5051,BUG: added missing fill_na parameter to DataFrame.unstack() with list of levels (#30838),"BUG: added missing fill_na parameter to DataFrame.unstack() with list of levels (#30838)

* added missing fill_na parameter
",1,,,
rs2/pandas,b1e77f95f86cf3accfe069f6f42c4443c53f57ed,BUG: DTI/TDI .insert accepting incorrectly-dtyped NaT (#30754),"BUG: DTI/TDI .insert accepting incorrectly-dtyped NaT (#30754)

",1,,,
rs2/pandas,89d8aba76a2bb930e520590d145e3d67b2046e39,BUG: Don't raise on value_counts for empty Int64 (#33339),"BUG: Don't raise on value_counts for empty Int64 (#33339)

",1,,,
rs2/pandas,ca5198a6daa7757e398112a17ccadc9e7d078d96,BUG: Ensure that fill_na in Categorical only replaces null values (#27932),"BUG: Ensure that fill_na in Categorical only replaces null values (#27932)

* Ensure that :func: in :class: only replaces null values",1,,,
rs2/pandas,d38627b5889db3f663cad339fe8f995af823b76b,CLN/BUG: array_equivalent on nested objects (#28347),"CLN/BUG: array_equivalent on nested objects (#28347)

",1,,,
rs2/pandas,f10ec595eccaf86a9f52fe9683e1181a51ba675b,BUG: create new MI from MultiIndex._get_level_values (#33134),"BUG: create new MI from MultiIndex._get_level_values (#33134)

",1,,,
rs2/pandas,00f182500e67918e67b58d9dc757bb7a4302ab6a,BUG: PeriodIndex.asof_locs (#32310),"BUG: PeriodIndex.asof_locs (#32310)

",1,,,
rs2/pandas,bdcb5da0906f7d8c7437d8531b8e3219f1ef554c,BUG: 2D DTA/TDA arithmetic with object-dtype (#32185),"BUG: 2D DTA/TDA arithmetic with object-dtype (#32185)

",1,,,
rs2/pandas,c4fa6a52f7737aecda08f6b0f2d6c27476298ae1,BUG: merge_asof with tz_aware left index and right column (#29940),"BUG: merge_asof with tz_aware left index and right column (#29940)

",1,,,
rs2/pandas,8a354b7630f74739212725c38cbaa9b069191a88,BUG: Support categorical targets in IntervalIndex.get_indexer (#30181),"BUG: Support categorical targets in IntervalIndex.get_indexer (#30181)

",1,,,
rs2/pandas,f7e2b74f1bcc1d1cbebbc42481e33f0abb2843dc,BUG: Series[dim3array] failing to raise ValueError for some Index subclasses (#31816),"BUG: Series[dim3array] failing to raise ValueError for some Index subclasses (#31816)

",1,,,
rs2/pandas,df918becf698741861da0e9b7e810d477b0eb194,BUG: restore limit in RangeIndex.get_indexer (#28671),"BUG: restore limit in RangeIndex.get_indexer (#28671)

",1,,,
rs2/pandas,034fab5bd975758539d039953032ddfe0533553b,"BUG: Index(categorical, dtype=object) not returning object dtype (#32167)","BUG: Index(categorical, dtype=object) not returning object dtype (#32167)

",1,,,
rs2/pandas,fcf7258c19b0a6a712f33fb0bcefdae426be7e7f,BUG: Fix raw parameter not being respected in groupby.rolling.apply (#31842),"BUG: Fix raw parameter not being respected in groupby.rolling.apply (#31842)

",1,,,
rs2/pandas,226398224d260d908a1f3d0f23c16fa9ffc8f9b0,BUG: partial string indexing with scalar (#27712),"BUG: partial string indexing with scalar (#27712)

Closes #27516
",1,,,
rs2/pandas,e118b1d6b23d1d829c3db05505ef4873f0314e99,BUG:  added a check for if obj is instance of type in _isna-new (#27664),"BUG:  added a check for if obj is instance of type in _isna-new (#27664)

* added a check for if obj is instance of type in _isna-new",1,,,
rs2/pandas,05780a760400e42ce1b00200dd8204ae4f94044a,BUG: Respect check_dtype in assert_series_equal (#32757),"BUG: Respect check_dtype in assert_series_equal (#32757)

",1,,,
rs2/pandas,4334482c348c3adc69683c8332295e22092c1b57,BUG/API: prohibit dtype-changing IntervalArray.__setitem__ (#32782),"BUG/API: prohibit dtype-changing IntervalArray.__setitem__ (#32782)

",1,,,
rs2/pandas,a3097b5bd172e76dd3524eb5dbe18b6b4c22df50,BUG: Fixed strange behaviour of pd.DataFrame.drop() with inplace argu… (#30501),"BUG: Fixed strange behaviour of pd.DataFrame.drop() with inplace argu… (#30501)

",1,,,
jc0n/scrapy,03f1720afb4a437314659a306286f440df664a0b,Fix backwards-compatibility for users who explicitly set _BASE settings,"Fix backwards-compatibility for users who explicitly set _BASE settings
",1,,,
jc0n/scrapy,54216d7afe9d545031c57b5821f2c821faa2ccc3,Merge pull request #1586 from jdemaeyer/fix/backwards-compatible-per-key-priorities,"Merge pull request #1586 from jdemaeyer/fix/backwards-compatible-per-key-priorities

[MRG+1] Backwards compatible per key priorities",1,,,
jc0n/scrapy,9548691fdd47077a53f85daace091ef4af599cb9,Merge pull request #1563 from starrify/master,"Merge pull request #1563 from starrify/master

[MRG+1] fixed: Issue #1562 (Incorrectly picked URL in `scrapy.http.FormReques t.from_response` when there is a `<base>` tag)",1,,,
jc0n/scrapy,f042ad0f39594d59a1a2032e6294ff1890638138,py3 fix HttpProxy and Retry Middlewares,"py3 fix HttpProxy and Retry Middlewares
",1,,,
jc0n/scrapy,0f527849f2e8eddaf5d756b061699f2eca522a18,"https proxy tunneling - add a test (not perfect, but covers all impl) and fix for py3","https proxy tunneling - add a test (not perfect, but covers all impl) and fix for py3
",1,,,
jc0n/scrapy,414857a593ad5b82fa21d6344928f43f93dc9f14,Merge pull request #2140 from jesuslosada/images-expires,"Merge pull request #2140 from jesuslosada/images-expires

[MRG+1] Fix IMAGES_EXPIRES default value",1,,,
jc0n/scrapy,2c9a38d1f54a12c33d7c9a19e021c840c4a32dee,Merge pull request #2153 from Digenis/Selector_bad_args,"Merge pull request #2153 from Digenis/Selector_bad_args

[MRG+1] Selector should not receive both response and text",1,,,
jc0n/scrapy,9de6f1ca757b7f200d15e94840c9d431cf202276,Merge pull request #1905 from rootAvish/duplication-fix,"Merge pull request #1905 from rootAvish/duplication-fix

[MRG+1] Modified read failure recovery in utils/gz.py to read only the last f.extrasize bytes of f.extrabuf[ ]",1,,,
jc0n/scrapy,41cd9f401f9dd9e7eca1a46a4ab2c38fadf2effd,Merge pull request #2243 from pawelmhm/image-pipeline-2198,"Merge pull request #2243 from pawelmhm/image-pipeline-2198

[MRG+1] [image & file pipeline] loading setting for user classes",1,,,
jc0n/scrapy,7d882095437a82085ee62cf55b9a2e1003a92145,[image & file pipeline] loading setting for user classes,"[image & file pipeline] loading setting for user classes

if user has some custom subclass of Image pipeline and no setting for
this pipeline, he should get default settings defined for Image Pipeline.

Fixes #2198
",1,,,
jc0n/scrapy,db408528928b2d15043593032913fe40d6eb6783,"Do not interpret non-ASCII bytes in ""Location"" and percent-encode them (#2322)","Do not interpret non-ASCII bytes in ""Location"" and percent-encode them (#2322)

* Do not interpret non-ASCII bytes in ""Location"" and percent-encode them

Fixes GH-2321

The idea is to not guess the encoding of ""Location"" header value
and simply percent-encode non-ASCII bytes,
which should then be re-interpreted correctly by the remote website
in whatever encoding was used originally.

See https://tools.ietf.org/html/rfc3987#section-3.2

This is similar to the changes to safe_url_string in
https://github.com/scrapy/w3lib/pull/45

* Remove unused import
",1,,,
jc0n/scrapy,d43a35735a062a4260b002cfbcd3236c77ef9399,Merge pull request #2050 from Tethik/is_gzipped_fix,"Merge pull request #2050 from Tethik/is_gzipped_fix

[MRG+1] Is_gzipped for application/x-gzip;charset=utf-8",1,,,
jc0n/scrapy,1aec5200bc81493623f2a4e077b4e80e104e47d5,Do not fail on canonicalizing URLs with wrong netlocs,"Do not fail on canonicalizing URLs with wrong netlocs

Fixes #2010
",1,,,
jc0n/scrapy,4cef1a1d0060148716ffec4ad6ce9bf709ad1ea2,[image_pipeline] bring back uppercase pipeline attributes,"[image_pipeline] bring back uppercase pipeline attributes

allow users to have class attributes on image pipelines. This assumes
that class attributes are useful if users want to have different pipeline
classes inhriting from ImagePipeline.
",1,,,
jc0n/scrapy,79639d0fec426e03840dad6c71f106ada12bbf74,Merge pull request #1989 from pawelmhm/fix-images-pipeline-uppercase-other,"Merge pull request #1989 from pawelmhm/fix-images-pipeline-uppercase-other

[MRG+1] [image_pipeline] bring back uppercase class attributes",1,,,
jc0n/scrapy,f1d971a5c0cdfe0f4fe5619146cd6818324fc98e,fix PythonItemExporter for non-string types,"fix PythonItemExporter for non-string types
",1,,,
jc0n/scrapy,bb2cf7c0d7199fffe0aa100e5c8a51c6b4b82fc2,Fixed bug on XMLItemExporter with non-string fields in items,"Fixed bug on XMLItemExporter with non-string fields in items
",1,,,
jc0n/scrapy,d843a0aae862a84b54f18f9d43ae957c182197b6,"Amend ""settings"" command to output JSON for dict settings","Amend ""settings"" command to output JSON for dict settings
",1,,,
jc0n/scrapy,a8a6f050e71fbb7881076a8d6e2867e868d26016,Merge pull request #1735 from ArturGaspar/master,"Merge pull request #1735 from ArturGaspar/master

[MRG+1] Fix for KeyError in robots.txt middleware",1,,,
jc0n/scrapy,68dedf54cb27847f6d035099b61aa06226549fad,Fix canonicalize_url() on Python 3 and re-enable tests,"Fix canonicalize_url() on Python 3 and re-enable tests
",1,,,
jc0n/scrapy,cabed6f183cfb2ab778c57be8c75802fec5e54d4,More liberal Content-Disposition header parsing,"More liberal Content-Disposition header parsing

Fixes #1782
",1,,,
jc0n/scrapy,1f743996ff00a7b728d59b93d0967e1eb50072f0,PY3: Implement some attributes of WrappedRequest required in Python 3,"PY3: Implement some attributes of WrappedRequest required in Python 3

This will fix #1770.
",1,,,
jc0n/scrapy,25c56159b86288311630cc0cf6db9d755aeeff1e,Fix SitemapSpider to extract sitemap urls from robots.txt properly,"Fix SitemapSpider to extract sitemap urls from robots.txt properly

This will fix #1766.
",1,,,
jc0n/scrapy,65c7c05060fd2d1fc161d4904243d5e0b31e202b,response_status_message should not fail on non-standard HTTP codes,"response_status_message should not fail on non-standard HTTP codes

utility is used in retry middleware and it was failing to handle non-standard HTTP codes.
Instead of raising exceptions when passing through to_native_str it should return
""Unknown status"" message.
",1,,,
jc0n/scrapy,8228a0c49113a7cd4ab1099fae746268183655fa,Change FilesPipeline class attributes to instance attributes.,"Change FilesPipeline class attributes to instance attributes.

	modified:   scrapy/pipelines/files.py
	modified:   tests/test_pipeline_files.py
",1,,,
lixxu/sanic,b63c06c75a54752d7f3115d3c635580db44b8399,fix the logger and make it work (#1397),"fix the logger and make it work (#1397)

* fix the logger and make it work

* modify test_logging parameters and add a new unit test
",1,,,
lrq3000/tqdm,d877c1dfb4739852105f7b967a8fceb869ac5042,"SI unit boundary bugfix, iterator len bugfix","SI unit boundary bugfix, iterator len bugfix
",1,,,
lrq3000/tqdm,56be94913a163dc29e9ba8d57ddaf70c2226b75b,"tests, coverage fixes","tests, coverage fixes
",1,,,
lrq3000/tqdm,cf717e022697cafd28a53a1a8bc7313ded1a6017,tqdm now supports `with tqdm() as ...` syntax! enhancement (all python versions) and bugfix (py3),"tqdm now supports `with tqdm() as ...` syntax!
enhancement (all python versions) and bugfix (py3)
",1,,,
17zuoye/luigi,fccb631a14e1d52138d39f06004be14ca8f3337d,Positional params: revert behavior to a78338c^,"Positional params: revert behavior to a78338c^

At the moment, we think the behavioral change introduced in a78338c was
a mistake. There were no test cases that covered the behavior of passing
global parameters positionally, so this commits adds that.

The major issue was partially solved in f5c3316, but I think that was
kind of an arbitrary fix that still breaks backward compatibility.
Please see the discussion in spotify/luigi#738.  Hopefully, nobody
started to rely on this intermediete behavior that would have existed
for about 2 weeks.

Eventually, we'll have to change the condition

        positional_params = [(n, p) for n, p in params if not p.is_global]

to just

        positional_params = [(n, p) for n, p in params]

just like we did in a78338c. Though that should be done after global
parameters have been deprecated for half a year or something at least.
People need time to change their cron lines from `--pool development` to
`--BaseHadoopJobTask-pool development`.  Then we can change it to

        positional_params = [(n, p) for n, p in params]

AND remove is_global (you can't just do one of them like we did in
a78338c)
",1,,,
17zuoye/luigi,e2be971226c34a193d7029c51206e488b6a037cd,Fix #896: make table_exists case insensitive,"Fix #896: make table_exists case insensitive

Check stdout against table.lower() to avoid case issues
",1,,,
17zuoye/luigi,c0857e9e06012b696017e0a353ae74f4f621d066,Prevents non-runnable tasks from going to assistants,"Prevents non-runnable tasks from going to assistants

I was seeing a lot of errors from assistants trying to run external tasks and
being unable to even find and load the class. It turns out assistants were
being treated as potential workers even by tasks with no workers. As a partial
fix, assistants can now only work on tasks that some worker is capable of.

This fix is great for workflows where external tasks only exist to check that
non-luigi jobs are complete, but won't work for tasks that are external to the
assistant but not to all workers.
",1,,,
17zuoye/luigi,027ac3fbcf66d5d21554c9ac6da26eee5c2e0f3d,Fix for #857 - unhashable types in constructor throwing an error msg,"Fix for #857 - unhashable types in constructor throwing an error msg
",1,,,
17zuoye/luigi,f1e3fb48fe9877e511a2d079636fd75eaaba4573,Fixed a bug with event callbacks - the success callback was called even if the job failed Added a test for it as well.,"Fixed a bug with event callbacks - the success callback was called even if the job failed Added a test for it as well.

Changed the behavior so that the processing time callback isn't called if the task fails. Hope this doesn't break anything

Ended up cleaning up a bunch of stuff in luigi.worker as well
",1,,,
jkbrzt/httpie,ca36f1de04310de644857ebbea9c94984971ab7c,Handle empty passwords in URL credentials,"Handle empty passwords in URL credentials

Closes #242
",1,,,
jkbrzt/httpie,04819577154fc1b11fc20ae7ac584d67614eca25,Fixed multiple uploads with the same  field name,"Fixed multiple uploads with the same  field name

Closes #267
",1,,,
jkbrzt/httpie,040d981f00c3f6830b2d0db3daf3c64c080e96e3,Fixed custom Host,"Fixed custom Host

Closes #235
",1,,,
jkbrzt/httpie,0bcd4d2fb0f3bd73dc20e55002114a880157bf48,Fixed a bytes/str issue for Python 3.,"Fixed a bytes/str issue for Python 3.
",1,,,
jkbrzt/httpie,90af1f742230831792d74d303d1e7ce56c96d4bd,Fixed escaping for long separators.,"Fixed escaping for long separators.
",1,,,
jkbrzt/httpie,e18b609ef7d867d6efa0efe42c832be5e0d09338,Fixed --max-redirects,"Fixed --max-redirects
",1,,,
jkbrzt/httpie,9bd8b4e8f75eb475073358856bb9748dee2bce21,Don't fail if config dir not writeable (close #738),"Don't fail if config dir not writeable (close #738)
",1,,,
jkbrzt/httpie,5300b0b490b8db48fac30b5e32164be93dc574b7,Fixed #451 - OSError: [Errno 36] File name too long,"Fixed #451 - OSError: [Errno 36] File name too long
",1,,,
jkbrzt/httpie,589887939507ff26d36ec74bd2c045819cfa3d56,Fixed --download with --session,"Fixed --download with --session

Closes #412
",1,,,
SimenB/thefuck,78ef9eec88f43d5727986be2237f6e0e250cbbbc,#902: Use `os.pathsep` to split PATH env var (#917),"#902: Use `os.pathsep` to split PATH env var (#917)

Fix #902",1,,,
SimenB/thefuck,3bbd0e94633ca68c7c5e7919bd6cbf4f29aee4c3,"Correct ""apt uninstall"" -> ""apt remove"" (#950)","Correct ""apt uninstall"" -> ""apt remove"" (#950)

* Correct ""apt uninstall"" -> ""apt remove""

* remove unused import
",1,,,
SimenB/thefuck,84c16fb69a4c0abcb9fe1c90787076800320a950,Change: rules_git_checkout handling branch names with slashes & Remote HEAD. (#944),"Change: rules_git_checkout handling branch names with slashes & Remote HEAD. (#944)

* Add: Test for branch names with slashes & Remote HEAD.

* - Add: Handling for removing remote HEAD.
- Change: Improved handling for branches with slash in their names.
",1,,,
SimenB/thefuck,ce5feaebf7fd5c1190b5e14fbc1e962cc8db5f39,#869: Use `fish --version` instead of an interactive shell for info(),"#869: Use `fish --version` instead of an interactive shell for info()

This prevents initialisation and consequentially a recursive loop.

Fix #869
Ref oh-my-fish/plugin-thefuck#11
",1,,,
SimenB/thefuck,444908ce1c17767ef4aaf9e0b4950497914f7f63,#1047: Fix pip_unknown_command by using a less restrictive regex,"#1047: Fix pip_unknown_command by using a less restrictive regex

Fix #1047
",1,,,
SimenB/thefuck,b28ece0f34e54d1c980e31223451f3b2f0f20ff9,Apt-get help is now much more like apt (#1031),"Apt-get help is now much more like apt (#1031)

* Apt-get help is now much more like apt

* Fix tests

* Really fix the tests
",1,,,
SimenB/thefuck,3bbe391391d3f54d4ad8b3bc4bdf594ffbe4388d,Only consider raw command in output (#931),"Only consider raw command in output (#931)

* Only consider raw command in output match

... else it will not work for localized messages.

Example German output:
```
Führen Sie »apt list --upgradable« aus, um sie anzuzeigen.
```

* added german output test

* make the linter happy
",1,,,
SimenB/thefuck,1683f45e940a25a87b989c0e121a03018661e097,Update docker commands. (#940),"Update docker commands. (#940)

* Add: Tests for newer version docker support.

* Add: Support for newer versions of docker (Modified rules.docker_not_command).

* Fix: Updated disabling memoize.

* Change: removed empty list check.

* Fix: _parse_commands now uses line.strip() internally and ends_with arg now doesn't end with newline.

* Change: Replaced disable_memoize in favor of no_memoize fixture.

* Fix: removed unused import.
",1,,,
SimenB/thefuck,581a2927977d4d13de0fdcbfdb3e43128f3ad017,Add support for switch_lang for Korean. (#981),"Add support for switch_lang for Korean. (#981)

* switch korean letters to english

* revised according to recent changes

* Fix typo in tests/test_switch_lang.py

* Add a test case for coverage

* Change: Moved decomposing logic which changes command.script to get_new_command instead of match.

* Fix: changed unicode characters to unicode string for python2 compatibility.

* Fix: Modified to change request.

@ik1ne @yangkyeongmo",1,,,
SimenB/thefuck,201c01fc74d479d9e418d32c92a88b50b27728a7,Adding yay AUR manager to Arch Linux's commands since yaourt is unmaintained and has some security issues. (#907),"Adding yay AUR manager to Arch Linux's commands since yaourt is unmaintained and has some security issues. (#907)

",1,,,
SimenB/thefuck,40ab4eb62db57627bff10cf029d29c94704086a2,#899: Support `-y/--yeah` command line args in Fish Shell (#900),"#899: Support `-y/--yeah` command line args in Fish Shell (#900)

",1,,,
adaitche/luigi,aec5dc2ed8db53fc282a0bd24aabe59031b6d1ba,fix calling method on wrong object,"fix calling method on wrong object
",1,,,
adaitche/luigi,2de1b686d14e4c3d844d1eaca62405b8256fdd3f,Adapt SendGrid integration to use the updated libraries. (#2715),"Adapt SendGrid integration to use the updated libraries. (#2715)

* Adapt SendGrid integration to use the updated libraries.

* DRY Mail() generation, no retrieval of sendgrid response

* pep 8 fixes

* fix sendgrid notifications test

* pep 8 fix

* fix notification test to not use raise_errors = True since that is not a kwarg for SendGridAPIClient anymore
",1,,,
adaitche/luigi,23a64f2f21341ddf749b0f6e96a35f71e16e5046,"Adds ""Force Commit"" button in UI to set tasks to DONE (#2751)","Adds ""Force Commit"" button in UI to set tasks to DONE (#2751)

* add force commit button

* bugfix

* remove temp

* added a couple unit tests

* consistency

* clarity
",1,,,
adaitche/luigi,8ea3ddd79037e29f634acf17a56f8fa64eb5155b,Fix __init__ error when using TOML config (#2702),"Fix __init__ error when using TOML config (#2702)

* Fix __init__ error when using TOML config

* Test LuigiTomlParser.has_option()
",1,,,
adaitche/luigi,24e85945ae39e5975491527e00c3f0f64b42ea6e,Merge pull request #2705 from spotify/claire/fix_dataflow_bq_return_type,"Merge pull request #2705 from spotify/claire/fix_dataflow_bq_return_type

Fix BigQueryTarget parsing in beam_dataflow module",1,,,
adaitche/luigi,e0b4b3fdf9565639fd932d4f7484b570f5b43979,Add possibility to specify Redshift column compression. (#2343),"Add possibility to specify Redshift column compression. (#2343)

* Add possibility to specify column encodings for columns via additional element in tuple.

* Added test case

* Fix syntax issues
",1,,,
adaitche/luigi,8501e5dbb8d3040453a89bb0d3562526086d51e5,Allow NoneType columns in Redshift COPY job (#2303),"Allow NoneType columns in Redshift COPY job (#2303)

* Allow NoneType columns in Redshift COPY job

- Fixes #2298

* Add column types tests for Redshift COPY job

* Remove redundancy from Redshift test

- Valid columns are already provided in the base test class.
",1,,,
adaitche/luigi,bdfcb6c2540a143a71e6dc6a89793cb8bd048ee0,ChoiceParameter checks if option is valid within .normalize (#2454),"ChoiceParameter checks if option is valid within .normalize (#2454)

",1,,,
adaitche/luigi,38eb6de3c4b1a4d335a37cd0eb66c09f1e19983c,Fix exception when toml lib is not installed (#2506),"Fix exception when toml lib is not installed (#2506)


",1,,,
adaitche/luigi,3a0bfbff69addfb3be1107adab3d4914bcae3e4b,Fix parsing for TupleParameter (#2619),"Fix parsing for TupleParameter (#2619)

This in turn fixes an error with dynamic dependencies and fixes #2609.",1,,,
adaitche/luigi,55ca81d77677f19f654d868b2bc160d9c3a6197e,Add port field for PostgresQuery (fixes #2625) (#2627),"Add port field for PostgresQuery (fixes #2625) (#2627)

Add port to rdbms.Query
",1,,,
crasker/scrapy,d19c4c1f809aae47f12637ea6f465127f728451c,Merge pull request #2433 from redapple/wrong-spidermodules-warning,"Merge pull request #2433 from redapple/wrong-spidermodules-warning

[MRG+1] Warn user instead of failing for wrong SPIDER_MODULES setting",1,,,
crasker/scrapy,5ff64ad015aff872ffae78193b67525dd53ae80d,handle relative sitemap urls in robots.txt,"handle relative sitemap urls in robots.txt
",1,,,
crasker/scrapy,ff3aec661355a82a6f77355a95e1f391fa586c2b,Merge pull request #2331 from moisesguimaraes/fixes-2272,"Merge pull request #2331 from moisesguimaraes/fixes-2272

[MRG+1] Fixes issue #2272 using arg_to_iter() to wrap single values and list() to…",1,,,
