repo_name,commit,message,Is_Security,Is_Fix,Is_Security_Fix,Justification,Certain,Comment,Sampling
nwjs/chromium.src,90ac879f78e30ee461f49a2e18466a4a7c18e433,"        Reviewed by Geoff.

        Ensure that these tests don't fail intermittently.

        * http/tests/security/dataURL/resources/foreign-domain-data-url-accessor-opened-frame.html:
        * http/tests/security/dataURL/xss-DENIED-from-data-url-in-foriegn-domain-window-open-expected.txt:
        * http/tests/security/dataURL/xss-DENIED-to-data-url-in-foriegn-domain-subframe-location-change.html:
        * http/tests/security/dataURL/xss-DENIED-to-data-url-in-foriegn-domain-subframe.html:



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@25060 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
samba-team/samba,7f92954145400801a25557eda64d09ba51ffc212,"Merge of secrets_init() paranoia fix from 2.2
(This used to be commit e24f6288b63b950d7e8fee80759a94d6acd8cfa6)
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
sequana/sequana,0220c8fcacb0e57e1d7e41ee07894f830cff260e,"Fix the permission of runme.sh in tyhe sequana script
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
servo/servo,891a41ce83a62af609f8848286c270ea62817142,"Auto merge of #26284 - servo:dependabot/cargo/app_units-0.7.1, r=jdm

Bump app_units from 0.7.0 to 0.7.1

Bumps [app_units](https://github.com/servo/app_units) from 0.7.0 to 0.7.1.
<details>
<summary>Commits</summary>
<ul>
<li>See full diff in <a href=""https://github.com/servo/app_units/commits"">compare view</a></li>
</ul>
</details>
<br />

[![Dependabot compatibility score](https://api.dependabot.com/badges/compatibility_score?dependency-name=app_units&package-manager=cargo&previous-version=0.7.0&new-version=0.7.1)](https://dependabot.com/compatibility-score/?dependency-name=app_units&package-manager=cargo&previous-version=0.7.0&new-version=0.7.1)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language
- `@dependabot badge me` will comment on this PR with code to add a ""Dependabot enabled"" badge to your readme

Additionally, you can set the following in your Dependabot [dashboard](https://app.dependabot.com):
- Update frequency (including time of day and day of week)
- Pull request limits (per update run and/or open at any time)
- Out-of-range updates (receive only lockfile updates, if desired)
- Security updates (receive only security updates, if desired)

</details>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
StackStorm/st2,f6e32185ead917e290f6f2489d45460fac5836df,"Merge pull request #1926 from StackStorm/rbac_executions_permissions_resolver

Executions permission resolver, various other RBAC improvements and fixes",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
coreos/prometheus-operator,d67ce79c8f3bba1fdd77e7c76be6f3b6f09cf9f1,"Merge pull request #3647 from simonpasquier/fix-additional-data-in-am-secret

pkg/alertmanager: copy user data to the generated config secret",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
joomla/joomla-cms,c8d0fbc7b5e82512a384d697a045c1aec6295f8b,"Force SSL Check might fail (#11189)

* Force SSL Check might fail

When setting the force SSL option the check might fail if the common name in the server's HTTPS certificate doesn't match the host name used in accessing the server. If it is fine to disable the check whether the certificate was issued by a known CA (by setting CURLOPT_SSL_VERIFYPEER to false) it should be fine too to disable the check for the right common name in the certificate. Both checks might and probably should be delegated to the user.

* Code style change

Blank line before comment added

* Do not use proxy when checking HTTPS

Suggested code change from PR #11193 moved to this PR

* line too long, wrapped

* Code style change
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
chromium/chromium,616af10f30b10424e698830c01666abcb87a41ae,"1) Set Password Change rules for existing user associations as well.
2) Consider all characters as being valid for cloud directory serial
   mapping.

Bug: 1114454
Change-Id: I9cef10c11b07f21295a6fda4ca46fdd723f04153
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2344814
Commit-Queue: Yusuf Sengul <c1e9e42534f35589bba48d03066f0f47b0cd7818@google.com>
Reviewed-by: Yusuf Sengul <c1e9e42534f35589bba48d03066f0f47b0cd7818@google.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#796390}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
trizen/youtube-viewer,4952916ed113115e2d5c46ff6f7209dd2be11085,"- Support the ""mine"" token in several more functions.

The followings are now supported:

	$ youtube-viewer --subscriptions=mine
	$ youtube-viewer --subs-videos=mine

- Several minor potential bug-fixes.
- Due to a typo, `youtube-viewer --activities` used to display likes, instead of activities. Fixed.
- Return early from functions that require authentication and the user is not authenticated.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
emundus/v6,23c200135a7360d5087063ea9a6d4f07e2395a00,"fix xss vulnerability
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
vanoden/Porkchop,851e74d4f5788e20232ed11a07d975407623525f,"Proper page auth/error handling for admin_credit form
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
ganeti/ganeti,01144827a495b56653259a7cb825a48e364b3d42,"Merge branch 'devel-2.1'

* devel-2.1: (22 commits)
  NEWS: fix empty lines
  Fix a unittest name and docstring
  Force ssh to allocate a tty
  Fix a unittest docstring
  IsProcessAlive: retry stat() a few times
  Retry{Again,Timeout}: explain reraising
  utils.Retry: pass up timeout arguments
  Add a few Retry unittests
  Bump version for 2.1.2.1 release
  Update NEWS for Ganeti 2.1.2.1
  KVM: only export instance tags if present
  ssh.GetUserFiles: move to EnsureDirs
  Hypervisors: use utils.EnsureDirs
  backend: remove a couple of useless mkdir calls
  daemon.GenericMain: fix docstring
  jstore: use EnsureDirs, and add more constants
  Bump version for 2.1.2 release
  Update NEWS file for 2.1.2
  Add dates to the NEWS file
  RAPI QA: Test instance creation/removal via RAPI
  ...

Conflicts:
	NEWS
	  - trivial (merge NEWS entries)
	lib/backend.py
	  - trivial (master doesn't have the changed code)
	lib/constants.py
	  - trivial (merge constants, plus one s/0700/SECURE_DIR_MODE/)
	test/ganeti.utils_unittest.py
	  - trivial (name+docstring changes)

Signed-off-by: Guido Trotter <f62ca4d5358bdaeef0e50e57f9f7e231de63727e@google.com>
Reviewed-by: Iustin Pop <acf83a5274f31a43af6b914614365999469c1a31@google.com>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
AndroidX/androidx,f5579268e55d216b83112929eb966b994f9cebc5,"Remove NonNull annotation for TransitionValues.view

API council fix request. We can't really enforce TransitionValues.view to be @NonNull, so let's remove it for now. I am not sure about marking it as Nullable instead as then I will be forced to add null checks into a lot of usages, but it is not expected behavior. It was originally designed to threat this field as a NonNull, and it will be created only by our framework, 3-party developers should never create it manually (except for a testing purpose). So I would better treat this field being null as a runtime exception(NPE) while we are keeping this deprecated constructor.

Bug: 119620689
Test: n/a
Change-Id: I4412a56f31be811cadee1b61bb5a59a34bf1b23f
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
filesender/filesender,85d71dce34d0f716eaa77dbe60c63d86a24fcb57,"Fix transfer auth url build for guests


git-svn-id: 28fe03dfd74dd77dcc8ecfe99fabcec8eed81bba@3691 8555b757-d854-4b86-925a-82fd84c90ff4
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,bac8641dd72681de638926e9f9524f5fdfd75af9,"[remoting android] Explicitly add 'exported' attribute in the manifest.

Security review recommends explicitly setting the 'exported' property
in the Android manifest. This avoids exposing private items on older
versions of Android.

According to
https://developer.android.com/guide/topics/manifest/activity-element.html#exported
this setting defaults to true for Activities with Intent filters, false
otherwise.

BUG=638032

Review-Url: https://codereview.chromium.org/2272883003
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#414217}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
freerangerouting/frr,94b7ff4649f80a2a388f28d2728fe85b890546cf,"ripd: fix problems with the ""ip rip authentication"" command

libyang-0.16-r3 doesn't allow the creation of data nodes if their
corresponding ""when"" statement (if any) resolves to false. This
change broke the ""ip rip authentication"" command.

This commit adapts this command so that it's not affected by the
new libyang stricter validation checks.

Signed-off-by: Renato Westphal <12c52837d5d14706874ffa530176c21f4ca047dd@opensourcerouting.org>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
spinnaker/kork,8fe5654dfcfed2d087b2a485f788f123c38adfdb,"fix(vuln): upgrade jackson for CVE remediation (#375)

the updated bom bumps jackson-databind from 2.9.9 -> 2.9.9.3

see https://github.com/FasterXML/jackson-databind/issues/2387",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
kaliber5/ember-bootstrap,8b7e65afdb6510ca75f9bec41581560ae8abd76d,"Fix failing Safari tests (#400)

* Fix failing Safari tests

Fixes #397

* test: use tap for Safari saucelabs testing

* Fix dummy app controller injection

* test(Form): skip tests requiring focus when window does not have focus

* test: re-enable all ember-try scenarios

* test: revert submitOnEnter test changes
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
chromium/chromium,c49e2637e2e0e6a29968debcc92cc0fbe208e98d,"Roll ICU to 56.1 + local changes from ICU 54.1

https://chromium.googlesource.com/chromium/deps/icu.git/+log/8d342a4..8a6c927b

ICU 56 brings us, among a number of changes,

- Unicode 8.0 (from Unicode 7.0)
- CLDR 28 (from CLDR 26): better and up to date locale data
- Reduced data size thanks to improved string sharing: This helps Chrome's icu data file size under control despite a large increase in the number of locale strings.
- Formatter creation perf
- Better caching of formatting objects
- New line break iterator variants for CSS3
- Collator perf improvement
- A lot of bug fixes (security or others) some of which are from Chromium.

For more details, see
http://site.icu-project.org/download/56 for 56.1 release
http://site.icu-project.org/download/55 for 55.1 release

data size change from ICU 54.1

- CrOS, Linux, Win, Mac: 10,207,936 => 10,124,096 (delta=-83,840)

- Android: 6,268,240 => 6,560,080 (delta=291,840, 4.7%)

Android data size gets larger because savings from string sharing didn't make up for the locale data size increase from CLDR update.

In addition to rolling ICU to 0c9a780 (56.1 + local changes) from
ICU 54.1, ScriptRun test was adjusted as well as the expected result
for Russian short month names.

Noto to Sheriff: The above data size changes (reduction or increase) may require the expected size adjustment. See https://codereview.chromium.org/403723003 for a similar change.

CQ_INCLUDE_TRYBOTS=tryserver.blink:linux_blink_rel

BUG=575007
TEST=Blink layout tests, {webkit,blink_*}_unittests
TEST=All bots can build successfully
TEST=net_unittests --gtest_filter=""*ilenameUtil*""
TEST=net_unittests --gtest_filter=""*IDN*"" (pending bug 336973)
TEST=components_unittests --gtest_filter={*IDN*, *unyc*}
TEST=base_unittests --gtest_filter=""*Conv*""
TEST=browser_tests --gtest_filter=""*ncoding*""
TEST=base_unittests --gtest_filter=""*essage*""
TEST=ui_base_unittests --gtest_filter=""*ormat*""
TEST=ui_base_unittests --gtest_filter=""L10n*""

Review URL: https://codereview.chromium.org/1650073002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#382201}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
vanilla/vanilla,f8939aa88f1882ec559fcfbacc0de2593c1ba662,"fix dependency injection issue
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,8bb9aef98f745f1bcb020b077800210d5af8ddda,"Android: fixes clang build error for chrome_geolocation_permission_context_android.

[chromium-style] Classes that are ref-counted should have explicit destructors
that are protected or private.

BUG=
TEST=


Review URL: https://chromiumcodereview.appspot.com/11235057

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@163570 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
mitodl/micromasters,2a47538f2036f9ed937b8bb4f8504e6dfbc400d4,"Merge pull request #251 from mitodl/gs/fix_name_refresh

Removed unused authentication state, use profile state instead for name",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
tomakehurst/wiremock,bc67dfcdb3e55983e1aa7109d686d29f3c890cab,"Add CORS header to Admin requests

Allows JavaScript clients to stage, reset, etc. without getting
Cross Site Scripting Errors.

See: http://en.wikipedia.org/wiki/Cross-origin_resource_sharing
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
FreeRDP/FreeRDP,091e60012744fa5efa9d23295a6f282fc1bb0d7a,"Fix memory leak in instance->settings->password when reading from stdin
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
MariaDB/server,41dc3049281c1718e49d80eaf0cf068def9519b5,"Fix for Bug#13001491: MYSQL_REFRESH CRASHES WHEN STORED ROUTINES ARE RUN CONCURRENTLY.

The main problem was that lex_start() was forgotten to be called before processing
COM_REFRESH.

Another problem discovered was that if failures to flush the error log were not properly
handled, which resulted in the server crash.

The user-visible effect of these problems were:
  - if COM_REFRESH command was sent after SQL-queries of some sort,
    the server would crash.
  - if COM_REFRESH was requested with REFRESH_LOG only, and the error log
    failed to flush, the server would crash. The error log fails to flush
    when it points to unavailable file (for example, due to restricted
    permissions).

The fixes are:
  - call lex_start() in the beginning of COM_REFRESH;
  - handle failures to flush the error log properly, i.e. raise ER_UNKNOWN_ERROR.",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
aws/aws-sdk-cpp,af234f2c9883f1207b9a577a20f622e3d28fbf8b,"A new API, ListPipelineExecutions, enables you to retrieve summary information about the most recent executions in a pipeline, including pipeline execution ID, status, start time, and last updated time. You can request information for a maximum of 100 executions. Pipeline execution data is available for the most recent 12 months of activity.

Lambda is now available in the Canada (Central) region.

Add retry error state to InstanceInService waiter for ElasticLoadBalancer

This release reintroduces the HealthCheckInUse exception.

Added tagging for DMS certificates.

This release adds a new nextPageToken property to the result of the GetOperationsForResource API. Developers can now get the next set of items in a list by making subsequent calls to GetOperationsForResource API with the token from the previous call. This release also deprecates the nextPageCount property, which previously returned null (use the nextPageToken property instead). This release also deprecates the customImageName property on the CreateInstancesRequest class, which was previously ignored by the API.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
chromium/chromium,5092c26c486dbb29c83d58a4f33afde90ef3f96b,"The Password bubble should fade out when user types in the input fields on the web page.

BUG=394287

Review URL: https://codereview.chromium.org/541683003

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#293899}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
observantrecords/Observant-Records-WordPress,547a5006993bbd8181fb11ad26f141eb53365f24,"REST API: Tweak permission checks for taxonomy and term endpoints

To match behaviour in the Classic Editor, we need to slightly loosen permissions on taxonomy and term endpoints. This allows users to create terms to assign to a post that they're editing.

Merges [43440] to the 4.9 branch.

Props danielbachhuber.
Fixes #44096.


Built from https://develop.svn.wordpress.org/branches/4.9@43443


git-svn-id: 5d25727230042343a0216abe54267d6b2071c7d8@43270 1a063a9b-81f0-0310-95a4-ce76da25c4cd
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
spring-projects/spring-security,898ef36d02c584da3c8d977d0cea7021203b1a06,"SEC-959: Converted SwitchUserFilter to use new Authentication success and failure strategies from SEC-745 for managing redirects.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
os2loop/profile,0dd34c21dbf7eb661f8a21f26f30703d168b1792,"LOOP-396: Fixed permissions
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
oppia/oppia,fad98462009b5ec6faeae01b20c1d2669c1849c0,"Fix #7661: Improvement icon notification in the navigation bar (#7865)

* reset

* spacing

* requested changes

* requested changes and resolve merge conflicts

* requested changes

* linting issues

* requested changes

* linting issues

* requested changes:spacing and function change

* linting fixes

* File permissions

* update

* update

* update

* update

* update

* update

* update

* update

* updates

* e2e changes

* linting

* changes to push

* tests

* e2e tests

* changes to push

* frontend tests

* liniting issues

* requested changes
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
blockchain/My-Wallet-V3-iOS,7eea1055833fed35d77e406bee5b44e19083cd15,"fix(KYC): Camera permissions bug fix (#302)

* fix(KYC): Camera permissions bug fix
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
