repo_name,commit,message,Is_performance,Is_Fix,Is_performance_Fix,Justification,Certain,Comment,Sampling
nwjs/chromium.src,b2839931272343ba5858b85f78411ec9af9b6180,"XSSAuditor tests shouldn't depend on IFrames's load order.
https://bugs.webkit.org/show_bug.cgi?id=110737

Reviewed by Jochen Eisinger.

Various tests under http/tests/security/xssAuditor actually wrap up
multiple test cases under a single HTML file by loading a variety of
IFrames. Currently, the error messages that these tests expect aren't
detailed enough to distinguish between the order in which the IFrames
load: they all generate the same error, so the ordering is irrelevant.

Before we increase the error message detail in webkit.org/b/110733, we
need to ensure that these tests don't rely on load order. One option
is to serialize the IFrame loading by chaining onload events, but that
seems like a slow way of doing things. This patch takes a different
approach, breaking the multiple-IFrame tests into many single-IFrame
tests (which should be more shardable, and actually execute more quickly
in the long run).

* http/tests/security/xssAuditor/open-iframe-src-expected.txt: Removed.
* http/tests/security/xssAuditor/open-iframe-src.html: Removed.
* http/tests/security/xssAuditor/open-script-src-expected.txt: Removed.
* http/tests/security/xssAuditor/open-script-src.html: Removed.
* http/tests/security/xssAuditor/property-escape-comment-expected.txt: Removed.
* http/tests/security/xssAuditor/property-escape-comment.html: Removed.
* http/tests/security/xssAuditor/property-escape-entity-expected.txt: Removed.
* http/tests/security/xssAuditor/property-escape-entity.html: Removed.
* http/tests/security/xssAuditor/property-escape-quote-expected.txt: Removed.
* http/tests/security/xssAuditor/property-escape-quote.html: Removed.
* http/tests/security/xssAuditor/script-tag-with-comma-expected.txt: Removed.
* http/tests/security/xssAuditor/script-tag-with-comma.html: Removed.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated-expected.txt: Removed.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated.html: Removed.
    Removed these tests, breaking them into multiple single-IFrame HTML files.
* http/tests/security/xssAuditor/open-iframe-src-01.html: Added.
* http/tests/security/xssAuditor/open-iframe-src-02.html: Added.
* http/tests/security/xssAuditor/open-script-src-01-expected.txt: Added.
* http/tests/security/xssAuditor/open-script-src-01.html: Added.
* http/tests/security/xssAuditor/open-script-src-02-expected.txt: Added.
* http/tests/security/xssAuditor/open-script-src-02.html: Added.
* http/tests/security/xssAuditor/open-script-src-03-expected.txt: Added.
* http/tests/security/xssAuditor/open-script-src-03.html: Added.
* http/tests/security/xssAuditor/open-script-src-04-expected.txt: Added.
* http/tests/security/xssAuditor/open-script-src-04.html: Added.
* http/tests/security/xssAuditor/property-escape-comment-01-expected.txt: Added.
* http/tests/security/xssAuditor/property-escape-comment-01.html: Added.
* http/tests/security/xssAuditor/property-escape-comment-02-expected.txt: Added.
* http/tests/security/xssAuditor/property-escape-comment-02.html: Added.
* http/tests/security/xssAuditor/property-escape-comment-03-expected.txt: Added.
* http/tests/security/xssAuditor/property-escape-comment-03.html: Added.
* http/tests/security/xssAuditor/property-escape-entity-01-expected.txt: Added.
* http/tests/security/xssAuditor/property-escape-entity-01.html: Added.
* http/tests/security/xssAuditor/property-escape-entity-02-expected.txt: Added.
* http/tests/security/xssAuditor/property-escape-entity-02.html: Added.
* http/tests/security/xssAuditor/property-escape-entity-03-expected.txt: Added.
* http/tests/security/xssAuditor/property-escape-entity-03.html: Added.
* http/tests/security/xssAuditor/property-escape-quote-01.html: Added.
* http/tests/security/xssAuditor/property-escape-quote-02.html: Added.
* http/tests/security/xssAuditor/property-escape-quote-03.html: Added.
* http/tests/security/xssAuditor/script-tag-with-comma-01-expected.txt: Added.
* http/tests/security/xssAuditor/script-tag-with-comma-01.html: Added.
* http/tests/security/xssAuditor/script-tag-with-comma-02-expected.txt: Added.
* http/tests/security/xssAuditor/script-tag-with-comma-02.html: Added.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated-01-expected.txt: Added.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated-01.html: Added.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated-02-expected.txt: Added.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated-02.html: Added.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated-03-expected.txt: Added.
* http/tests/security/xssAuditor/script-tag-with-source-unterminated-03.html: Added.
* http/tests/security/xssAuditor/script-tag-with-trailing-comment5.html: Added.
    These tests perform the same validation as the combined tests, they
    simply do it without introducing load-order dependencies.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@143920 bbb929c8-8fbe-4397-9dbb-9b2b20218538",TRUE,,,a slow way,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
jenetics/jenetics,e420d57dd72bd1f0fc1ff34bad89e2dbca67b10d,"Try to optimize 'Seq' implemetations.
",TRUE,,,optimize,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
serprex/openEtG,aeb87ea0fc8d9bb1d0b015bbff3805eb6e0a47af,"Refactor server code to use const & faster fast path caching

Also fix /speed & cache-control
",TRUE,,,faster,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
JetBrains/intellij-community,53ae42e6e6711b26e2fc2dd5d62e7727e35bd82b,"Properly update origin stamp in skeletons copied from the cache

It's necessary to detect their import group for Optimize Imports and
delete them on package removal afterwards.

GitOrigin-RevId: e0d7d6a25978e4fb195a5607c55ea6aeb5b0e082
",FALSE,,,Optimize Imports' command,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
hugsy/gef,9abe546b4b91cab6f785c6bd34307be7a60d578c,"Cache get_info_files for big speedup!

The context command calls `get_info_files` 50+ times (Unless you're
showing regs raw, and who wants that?).

This appears to speed up the context command for me 25% on my linux
(x86_64) machine and 40% on my raspberry pi!
",TRUE,,,speedup,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
phusion/passenger,9cfa1608c8f357730a76434bd7441065fa3ed99b,"Add RequestHandler unit tests regarding handling of slow clients.
",FALSE,,,test for slow clients,FALSE,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
eirannejad/pyRevit,e39010121dea8c14d899058638e1d4ef62ec3459,"moved project to vscode for higher performance
",TRUE,,,higher performance (for coder?),,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
nwjs/chromium.src,8b9f12fde56f198257babd0cb5733f8d28081a4a,"Unreviewed gardening, marking fast/sub-pixel/file-upload-control-at-fractional-offset.html as failing on LION for now.

* platform/chromium/TestExpectations:


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@132106 bbb929c8-8fbe-4397-9dbb-9b2b20218538",FALSE,,,fast/sub-pixel/file-upload-control-at-fractional-offset.html,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
tprrt/linux-stable,6c325f4eca9ee9eb32cf58768e6e4ebcabaa8d6e,"Merge branch 'net_sched-fix-races-with-RCU-callbacks'

Cong Wang says:

====================
net_sched: fix races with RCU callbacks

Recently, the RCU callbacks used in TC filters and TC actions keep
drawing my attention, they introduce at least 4 race condition bugs:

1. A simple one fixed by Daniel:

commit c78e1746d3ad7d548bdf3fe491898cc453911a49
Author: Daniel Borkmann <3d0f3b9ddcacec30c4008c5e030e6c13a478cb4f@iogearbox.net>
Date:   Wed May 20 17:13:33 2015 +0200

    net: sched: fix call_rcu() race on classifier module unloads

2. A very nasty one fixed by me:

commit 1697c4bb5245649a23f06a144cc38c06715e1b65
Author: Cong Wang <0f114804888b88d50037b04b42e57b858d851b87@gmail.com>
Date:   Mon Sep 11 16:33:32 2017 -0700

    net_sched: carefully handle tcf_block_put()

3. Two more bugs found by Chris:
https://patchwork.ozlabs.org/patch/826696/
https://patchwork.ozlabs.org/patch/826695/

Usually RCU callbacks are simple, however for TC filters and actions,
they are complex because at least TC actions could be destroyed
together with the TC filter in one callback. And RCU callbacks are
invoked in BH context, without locking they are parallel too. All of
these contribute to the cause of these nasty bugs.

Alternatively, we could also:

a) Introduce a spinlock to serialize these RCU callbacks. But as I
said in commit 1697c4bb5245 (""net_sched: carefully handle
tcf_block_put()""), it is very hard to do because of tcf_chain_dump().
Potentially we need to do a lot of work to make it possible (if not
impossible).

b) Just get rid of these RCU callbacks, because they are not
necessary at all, callers of these call_rcu() are all on slow paths
and holding RTNL lock, so blocking is allowed in their contexts.
However, David and Eric dislike adding synchronize_rcu() here.

As suggested by Paul, we could defer the work to a workqueue and
gain the permission of holding RTNL again without any performance
impact, however, in tcf_block_put() we could have a deadlock when
flushing workqueue while hodling RTNL lock, the trick here is to
defer the work itself in workqueue and make it queued after all
other works so that we keep the same ordering to avoid any
use-after-free. Please see the first patch for details.

Patch 1 introduces the infrastructure, patch 2~12 move each
tc filter to the new tc filter workqueue, patch 13 adds
an assertion to catch potential bugs like this, patch 14
closes another rcu callback race, patch 15 and patch 16 add
new test cases.
====================

Reported-by: Chris Mi <1559339698d4b91062141e6c67af7c94ca1d6f09@mellanox.com>
Cc: Daniel Borkmann <3d0f3b9ddcacec30c4008c5e030e6c13a478cb4f@iogearbox.net>
Cc: Jiri Pirko <1b548d10035ae428195c41f5d55eedb1437ccd8a@resnulli.us>
Cc: John Fastabend <ee461b60978bea1c76b3018c0b89685175b248e2@gmail.com>
Cc: Jamal Hadi Salim <15cac6df0dbdaecca5b04ed6c5cc9ad59098d331@mojatatu.com>
Cc: ""Paul E. McKenney"" <1e0ce936bb9b355d257bf5790d2513c3f28be22b@linux.vnet.ibm.com>
Signed-off-by: Cong Wang <0f114804888b88d50037b04b42e57b858d851b87@gmail.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",TRUE,,,slow paths,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
domob1812/namecore,e9d76a161d30ee3081acf93d70a9ae668a9d6ed1,"Merge #8068: Compact Blocks

48efec8 Fix some minor compact block issues that came up in review (Matt Corallo)
ccd06b9 Elaborate bucket size math (Pieter Wuille)
0d4cb48 Use vTxHashes to optimize InitData significantly (Matt Corallo)
8119026 Provide a flat list of txid/terators to txn in CTxMemPool (Matt Corallo)
678ee97 Add BIP 152 to implemented BIPs list (Matt Corallo)
56ba516 Add reconstruction debug logging (Matt Corallo)
2f34a2e Get our ""best three"" peers to announce blocks using cmpctblocks (Matt Corallo)
927f8ee Add ability to fetch CNode by NodeId (Matt Corallo)
d25cd3e Add receiver-side protocol implementation for CMPCTBLOCK stuff (Matt Corallo)
9c837d5 Add sender-side protocol implementation for CMPCTBLOCK stuff (Matt Corallo)
00c4078 Add protocol messages for short-ids blocks (Matt Corallo)
e3b2222 Add some blockencodings tests (Matt Corallo)
f4f8f14 Add TestMemPoolEntryHelper::FromTx version for CTransaction (Matt Corallo)
85ad31e Add partial-block block encodings API (Matt Corallo)
5249dac Add COMPACTSIZE wrapper similar to VARINT for serialization (Matt Corallo)
cbda71c Move context-required checks from CheckBlockHeader to Contextual... (Matt Corallo)
7c29ec9 If AcceptBlockHeader returns true, pindex will be set. (Matt Corallo)
96806c3 Stop trimming when mapTx is empty (Pieter Wuille)
",TRUE,,,Use vTxHashes to optimize InitData significantly,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
aleDsz/ragnaMOBA,48fcc92a9c25852d087dfd19fb1b569a357b2411,"Follow up to 828f78322b12b42a11bb7974777010076e5b8753

* Only checks item names of items with new ids.
* Fixes warnings on import itemdb overwrites.
* Note: The duplicate name check should be refactored after the Cpp
  migration. It'd be much faster with a C++ map with the
  name string as the key.
* Thanks to @Daegaladh!
",TRUE,,,faster,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
tprrt/linux-stable,84d84cb7e20d3d2c6413c5f75634e88eb68a3f97,"drm/i915: Stop second guessing the caller for intel_uncore_wait_for_register()

Allow the caller to use the fast_timeout_us to specify how long to wait
within the atomic section, rather than transparently switching to a
sleeping loop for larger values. This is required as some callsites may
need a long wait and are in an atomic section.

v2: Reinforce kerneldoc fast_timeout_us limit with a GEM_BUG_ON

Signed-off-by: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
Cc: Michal Wajdeczko <6f0901af122a28d4399bd812790ffda46fb5d002@intel.com>
Cc: Joonas Lahtinen <a11ca63949063c01fa551bf27c25e0fe898387c4@linux.intel.com>
Cc: Tvrtko Ursulin <82325a91373a06cdf12f953d4611ffb7756aa8d4@intel.com>
Link: http://patchwork.freedesktop.org/patch/msgid/20170411112705.12656-1-711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk
Reviewed-by: Tvrtko Ursulin <82325a91373a06cdf12f953d4611ffb7756aa8d4@intel.com>
",FALSE,,,fast_timeout_us,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
rakudo/rakudo,fae30cbf894b8ad5333cc7770b79f766c5a43448,"Re-enable inlining of immediate blocks optimization.
",TRUE,,,optimization,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
fluks/mupdf-x11-bookmarks,65b8ae915465849babc1fa712971c701136f4ed5,"Add linearization to pdf_write function.

Extend mupdfclean to have a new -l file that writes the file
linearized. This should still be considered experimental

When writing a pdf file, analyse object use, flatten resource use,
reorder the objects, generate a hintstream and output with linearisaton
parameters.

This is enough for Acrobat to accept the file as being optimised
for Fast Web View. We ought to add more tables to the hintstream
in some cases, but I doubt anyone actually uses it, the spec is so
badly written. Certainly acrobat accepts the file as being optimised
for 'Fast Web View'.

Update fz_dict_put to allow for us adding a reference to the dictionary
that is the sole owner of that reference already (i.e. don't drop then
keep something that has a reference count of just 1).

Update pdf_load_image_stream to use the stm_buf from the xref if there
is one.

Update pdf_close_document to discard any stm_bufs it may be holding.

Update fz_dict_put to be pdf_dict_put - this was missed in a renaming
ages ago and has been inconsistent since.
",TRUE,,,optimised,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
keybase/client,be6c1349e9051ea35ecf78ac2bf45a379303e2b2,"Use console.log on android. It's 3x faster (#18227)

",TRUE,,,faster,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
tprrt/linux-stable,8f5d41f3a0f495435c88ebba8fc150c931c10fef,"perf/x86/intel/uncore: Update Ice Lake uncore units

There are some updates for the Icelake model specific uncore performance
monitors. (The update can be found at 10th generation intel core
processors families specification update Revision 004, ICL068)

1) Counter 0 of ARB uncore unit is not available for software use
2) The global 'enable bit' (bit 29) and 'freeze bit' (bit 31) of
   MSR_UNC_PERF_GLOBAL_CTRL cannot be used to control counter behavior.
   Needs to use local enable in event select MSR.

Accessing the modified bit/registers will be ignored by HW. Users may
observe inaccurate results with the current code.

The changes of the MSR_UNC_PERF_GLOBAL_CTRL imply that groups cannot be
read atomically anymore. Although the error of the result for a group
becomes a bit bigger, it still far lower than not using a group. The
group support is still kept. Only Remove the *_box() related
implementation.

Since the counter 0 of ARB uncore unit is not available, update the MSR
address for the ARB uncore unit.

There is no change for IMC uncore unit, which only include free-running
counters.

Fixes: 6e394376ee89 (""perf/x86/intel/uncore: Add Intel Icelake uncore support"")
Signed-off-by: Kan Liang <6e4ed0645dbf05e706dc43d69b381839dca8944b@linux.intel.com>
Signed-off-by: Peter Zijlstra (Intel) <3fddac958924aef220f202ca567388ddab3f14a8@infradead.org>
Link: https://lkml.kernel.org/r/20200925134905.8839-2-6e4ed0645dbf05e706dc43d69b381839dca8944b@linux.intel.com
",FALSE,,,There are some updates for the Icelake model specific uncore performance monitors,FALSE,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
TimothyGu/libilbc,ac0ef48631bc1d432f36b8f95185e2f54cfdc127,"Revert 4067 ""libyuv roll to r698 for Core Media fourccs for OSX ...""

> libyuv roll to r698 for Core Media fourccs for OSX camtwist support and performance improvements in ARGB scaler.
> BUG=none
> TEST=libyuv unittests add CM32 and CM24 types and ARGBScaleClip tests added.
> Review URL: https://webrtc-codereview.appspot.com/1508004

TBR=fbarchard@google.com

Review URL: https://webrtc-codereview.appspot.com/1517004

git-svn-id: 917f5d3ca488f358c4d40eaec14422cf392ccec9@4072 4adac7df-926f-26a2-2b94-8c16560cd09d
",TRUE,,,revert performance,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
missionpinball/mpf,67259f487ca574461679395875b27c271da7a460,"move light out of fast
",FALSE,,,fast,FALSE,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
nsnam/ns-3-dev-git,ae5d2c71316db74f61c0b2148ee649d87cbef4dc,"Bug 1276 - optimize NistErrorRateModel
",TRUE,,,optimize,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
chromium/chromium,58c154378ba13820a72b1b38de15d39275ee364b,"2009-02-23  Geoffrey Garen  <ggaren@apple.com>

        Reviewed by Sam Weinig.

        Next step in splitting JIT functionality out of the Interpreter class:
        Moved vptr storage from Interpreter to JSGlobalData, so it could be shared
        between Interpreter and JITStubs, and moved the *Trampoline JIT stubs
        into the JITStubs class. Also added a VPtrSet class to encapsulate vptr
        hacks during JSGlobalData initialization.
        
        SunSpider says 0.4% faster. Meh.

        * JavaScriptCore.exp:
        * JavaScriptCore.xcodeproj/project.pbxproj:
        * interpreter/Interpreter.cpp:
        (JSC::Interpreter::Interpreter):
        (JSC::Interpreter::tryCacheGetByID):
        (JSC::Interpreter::privateExecute):
        * interpreter/Interpreter.h:
        * jit/JIT.cpp:
        (JSC::JIT::privateCompileMainPass):
        (JSC::JIT::privateCompile):
        (JSC::JIT::privateCompileCTIMachineTrampolines):
        * jit/JIT.h:
        (JSC::JIT::compileCTIMachineTrampolines):
        * jit/JITCall.cpp:
        (JSC::JIT::compileOpCall):
        (JSC::JIT::compileOpCallSlowCase):
        * jit/JITPropertyAccess.cpp:
        (JSC::JIT::privateCompilePatchGetArrayLength):
        * jit/JITStubs.cpp:
        (JSC::JITStubs::JITStubs):
        (JSC::JITStubs::tryCacheGetByID):
        (JSC::JITStubs::cti_vm_dontLazyLinkCall):
        (JSC::JITStubs::cti_op_get_by_val):
        (JSC::JITStubs::cti_op_get_by_val_byte_array):
        (JSC::JITStubs::cti_op_put_by_val):
        (JSC::JITStubs::cti_op_put_by_val_array):
        (JSC::JITStubs::cti_op_put_by_val_byte_array):
        (JSC::JITStubs::cti_op_is_string):
        * jit/JITStubs.h:
        (JSC::JITStubs::ctiArrayLengthTrampoline):
        (JSC::JITStubs::ctiStringLengthTrampoline):
        (JSC::JITStubs::ctiVirtualCallPreLink):
        (JSC::JITStubs::ctiVirtualCallLink):
        (JSC::JITStubs::ctiVirtualCall):
        * runtime/ArrayPrototype.cpp:
        (JSC::arrayProtoFuncPop):
        (JSC::arrayProtoFuncPush):
        * runtime/FunctionPrototype.cpp:
        (JSC::functionProtoFuncApply):
        * runtime/JSArray.h:
        (JSC::isJSArray):
        * runtime/JSByteArray.h:
        (JSC::asByteArray):
        (JSC::isJSByteArray):
        * runtime/JSCell.h:
        * runtime/JSFunction.h:
        * runtime/JSGlobalData.cpp:
        (JSC::VPtrSet::VPtrSet):
        (JSC::JSGlobalData::JSGlobalData):
        (JSC::JSGlobalData::create):
        (JSC::JSGlobalData::sharedInstance):
        * runtime/JSGlobalData.h:
        * runtime/JSString.h:
        (JSC::isJSString):
        * runtime/Operations.h:
        (JSC::jsLess):
        (JSC::jsLessEq):
        * wrec/WREC.cpp:
        (JSC::WREC::Generator::compileRegExp):



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@41168 bbb929c8-8fbe-4397-9dbb-9b2b20218538",TRUE,,,faster,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
chromium/chromium,675e72aecb4e1f033e866ed95dc0cd9be6b9f7c7,"Creates the OptimizationGuidePredictionModel interface.

This change creates the interface for the PredictionModels to be
used in the OptimizationGuide Prediction System. The interface
provides a factory method for creating the ModelTypes supported
by the current client. The interface implements functions common
to all PredictionModels, including the version and providing the
set of features required for the model to be executed.

The Prediction API function is pure virtual so that all concrete
implementations can implement the evaluation methods specific to
their ModelType.

The Slow Page Prediction model will be of DecisionTree ModelType.
The next change will implement the decision tree evaluation.

Once the PredictionManager and ModelFetcher is in place, a browsertest
will be implemented to test the IsValid proto checks for ModelType
and ClientModelFeatures which cannot be easily unittested.

Bug: 1001194
Change-Id: Ifae7af2712568405909632e1ae2e6beca2e001da
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1817582
Reviewed-by: Tarun Bansal <84e77af7cdb6c576a39643f2fe817e9f91a687e9@chromium.org>
Reviewed-by: Sophie Chang <61eb89ef08aecd84456224595cdd810b4a8cbe36@chromium.org>
Commit-Queue: Michael Crouse <f3e70367ef144b8e389cbf325a8213c87e426fc7@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#699483}
",TRUE,,,optimization,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
balloob/home-assistant,53a91ece4ecb24624e9913f0a3cba292e7303825,"Improve isoformat timestamp performance (#36991)

* adj

* time_fired_isoformat

* remove unused code

* tests for processing timestamps

* restore missing import lost in merge conflict

* test for None case",TRUE,,,improve performance,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
